municip_name,municip_code,year_offset,NESTS,colonies_amount,food_fruit,food_apple,food_txakoli,food_kiwi,food_pear,food_blueberry,food_raspberry,station_code,weath_days_frost,weath_humidity,weath_maxLevel,weath_midLevel,weath_minLevel,weath_days_rain,weath_days_rain1mm,weath_accuRainfall,weath_10minRainfall,weath_1dayRainfall,weath_solar,weath_meanTemp,weath_maxTemp,weath_maxMeanTemp,weath_minTemp,weath_meanWindM,weath_maxWindM,weath_meanDayMaxWind,population,cluster_size,cluster_cosmo,cluster_survive,cluster_food,cluster_weather_wet,cluster_weather_temp,cluster_weather_wind,cluster_weather_level
Ereño,48033,2018,8,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,C002,0.6666666666666666,81.50833333333333,1.1894545647914816,0.3421393903663535,0.1881025611205595,15.666666666666666,12.5,110.06666666666666,10.1,57.6,11.791666666666666,14.449999999999998,35.4,25.8,3.1,4.758333333333334,79.2,46.1,239,0,0,0,1,1,0,0,0
Ermua,48034,2017,31,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,C075,1.1666666666666667,80.71203516961862,1.0176589619527694,0.3362822162693344,0.1846152064603388,14.833333333333334,11.5,121.3,7.6,62.2,12.581382764815991,13.908333333333331,39.0,26.8,2.3,5.483333333333333,84.2,40.9,15951,1,0,0,1,1,0,0,0
Ermua,48034,2018,17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,C075,0.9166666666666666,84.32499999999999,1.0299862105338076,0.3445804708473792,0.1844886057369617,17.416666666666668,13.25,132.725,13.2,53.3,12.588704599068189,13.666666666666666,38.4,29.3,2.4,5.316666666666667,76.7,47.0,15890,1,0,0,1,1,0,0,0
Errigoiti,48079,2017,11,0.0,19.0,3.0,11.0,2.0,0.0,0.0,0.0,C063,2.083333333333333,80.775,1.484,0.2165833333333333,0.1410587433502921,14.416666666666666,10.833333333333334,114.78333333333336,9.7,47.0,12.526742878641189,14.033333333333331,37.8,25.6,2.0,11.07345025394443,80.26314820906147,40.28750221208679,502,0,0,0,1,1,0,0,0
Errigoiti,48079,2018,4,0.0,19.0,3.0,11.0,2.0,0.0,0.0,0.0,C063,1.25,81.825,3.99,0.2653333333333333,0.1685374376271249,16.75,12.5,131.075,8.8,80.2,12.518818027147644,14.091666666666669,36.3,26.3,2.3,11.218443615997373,75.40673408799904,40.38838718039932,487,0,0,0,1,1,0,0,0
Etxebarri,48029,2017,20,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,C0B1,1.1666666666666667,78.78333333333335,4.039,0.3704166666666666,0.1291522101267824,15.083333333333334,10.416666666666666,115.58333333333331,10.0,81.7,12.52694109896109,13.866666666666664,36.7,25.0,2.5,10.929087422382556,80.52570977872278,40.261396189455056,11176,0,0,0,1,1,0,0,1
Etxebarri,48029,2018,12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,C0B1,0.4166666666666667,81.475,3.5460000000000003,0.5355,0.1708707941997061,16.5,12.166666666666666,115.99166666666666,7.7,48.4,12.524971676967406,13.933333333333332,36.8,25.2,3.1,11.294892091035823,76.80488236855254,40.41838541416103,11304,0,0,0,1,1,0,0,1
Etxebarria,48030,2017,15,0.0,23.0,8.0,0.0,1.0,0.0,0.0,0.0,C0BD,2.0,83.11666666666666,1.09,0.2019166666666666,0.1397584990210988,14.583333333333334,11.583333333333334,137.79999999999998,7.7,69.4,12.54551620345284,12.833333333333336,36.8,24.3,0.5,11.279620587544237,82.26881933181963,40.29080464480192,748,1,0,0,1,1,0,0,0
Etxebarria,48030,2018,9,0.0,23.0,8.0,0.0,1.0,0.0,0.0,0.0,C0BD,1.0,83.99166666666666,1.055,0.2444166666666667,0.1703361771964277,17.583333333333332,13.666666666666666,151.64999999999995,10.0,54.1,12.53237117824026,13.141666666666666,34.7,25.0,1.9,11.40420067610741,77.50328060715232,40.371897923669216,772,1,0,0,1,1,0,0,0
Forua,48906,2017,26,0.0,12.0,2.0,0.0,10.0,0.0,1.0,0.0,C002,1.3333333333333333,77.94166666666666,1.1809124812701133,0.3478225457878345,0.184736530859445,14.083333333333334,10.5,105.53333333333336,9.8,39.9,11.958333333333334,14.425,37.2,25.8,2.5,4.775,95.8,39.7,938,0,0,0,1,1,0,0,0
Forua,48906,2018,4,0.0,12.0,2.0,0.0,10.0,0.0,1.0,0.0,C002,0.6666666666666666,81.50833333333333,1.1894545647914816,0.3421393903663535,0.1881025611205595,15.666666666666666,12.5,110.06666666666666,10.1,57.6,11.791666666666666,14.449999999999998,35.4,25.8,3.1,4.758333333333334,79.2,46.1,929,0,0,0,1,1,0,0,0
Fruiz,48035,2017,8,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,C057,1.25,85.39999999999999,5.122999999999999,0.6380833333333334,0.1821204107642849,14.416666666666666,11.333333333333334,113.33333333333331,4.3,45.1,12.225,15.199999999999996,38.1,26.9,3.1,7.108333333333333,91.8,44.2,546,0,0,0,1,1,0,0,1
Fruiz,48035,2018,7,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,C057,0.5,73.85,6.436,0.7423333333333332,0.1678599610693571,16.083333333333332,11.666666666666666,121.5,12.4,42.2,11.65,14.866666666666667,37.9,25.6,3.5,7.333333333333332,87.8,53.4,545,0,0,0,1,1,0,0,1
Galdakao,48036,2017,255,41.0,35.0,1.0,13.0,0.0,0.0,0.0,0.0,C037,1.0833333333333333,80.34166666666665,1.0646897255044552,0.3379935480469315,0.1852049881979244,15.0,10.75,121.75833333333333,6.8,93.6,12.183333333333335,13.841666666666663,36.6,25.4,2.2,9.058333333333334,129.2,48.5,29334,3,1,1,1,1,0,0,0
Galdakao,48036,2018,93,41.0,35.0,1.0,13.0,0.0,0.0,0.0,0.0,C037,0.6511368798291625,79.44999999999999,1.1012000584433996,0.3409936975576535,0.1739839746033692,16.166666666666668,12.666666666666666,120.60833333333332,7.2,52.9,11.65,14.395194143793924,37.9,26.3,2.6,9.591666666666663,96.5,58.9,29288,3,1,1,1,1,0,0,0
Galdames,48037,2017,40,0.0,18.0,9.0,19.0,0.0,0.0,6.0,0.0,C061,0.8333333333333334,83.03333333333333,1.1013343254950465,0.3453929325952571,0.1766345181487057,14.666666666666666,11.083333333333334,114.88333333333334,6.6,74.9,11.183333333333332,13.433333333333335,34.1,23.6,2.9,11.54166666666667,142.9,59.4,812,0,0,0,1,1,0,1,0
Galdames,48037,2018,28,0.0,18.0,9.0,19.0,0.0,0.0,6.0,0.0,C061,0.4166666666666667,82.12777822334557,1.0652562392654708,0.3314390282343716,0.1816290516688921,15.916666666666666,12.75,111.73333333333332,12.3,43.3,12.086274485615856,13.7,36.0,24.8,3.0,12.816666666666668,118.1,70.7,829,0,0,0,1,1,0,1,0
Gamiz-Fika,48038,2017,18,0.0,47.0,0.0,27.0,1.0,0.0,0.0,0.0,C003,1.25,77.53333333333332,1.1352986117424844,0.3355783372643445,0.1819119245195934,14.583333333333334,10.833333333333334,123.64166666666668,6.7,75.5,11.933333333333332,14.250000000000002,38.2,26.4,1.9,5.991666666666666,99.7,42.0,1361,1,0,0,1,1,0,0,0
Gamiz-Fika,48038,2018,5,0.0,47.0,0.0,27.0,1.0,0.0,0.0,0.0,C003,0.6666666666666666,77.62500000000001,1.142828222484798,0.3509249764831395,0.1720044821038792,16.0,11.916666666666666,119.44166666666668,10.9,52.2,12.344836030168784,14.575,38.7,26.8,2.8,6.125000000000001,77.0,46.3,1375,1,0,0,1,1,0,0,0
Garai,48039,2017,5,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,C036,1.1666666666666667,84.04166666666667,1.1237521964655302,0.3370945996914572,0.179611647158229,14.0,10.666666666666666,112.7,8.4,62.3,12.608333333333334,14.016666666666666,38.7,26.0,2.5,8.65,101.5,48.5,308,0,0,0,1,1,0,0,0
Garai,48039,2018,4,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,C036,0.8333333333333334,79.625,1.0992045083338406,0.344471602759996,0.1809787655121119,16.666666666666668,12.333333333333334,126.65833333333332,12.6,91.7,11.591666666666663,14.449999999999996,37.6,27.3,2.4,8.666666666666666,88.6,54.0,320,0,0,0,1,1,0,0,0
Gatika,48040,2017,50,0.0,41.0,14.0,17.0,7.0,0.0,2.0,0.0,C057,1.25,85.39999999999999,5.122999999999999,0.6380833333333334,0.1821204107642849,14.416666666666666,11.333333333333334,113.33333333333331,4.3,45.1,12.225,15.199999999999996,38.1,26.9,3.1,7.108333333333333,91.8,44.2,1672,0,0,0,1,1,0,0,1
Gatika,48040,2018,26,0.0,41.0,14.0,17.0,7.0,0.0,2.0,0.0,C057,0.5,73.85,6.436,0.7423333333333332,0.1678599610693571,16.083333333333332,11.666666666666666,121.5,12.4,42.2,11.65,14.866666666666667,37.9,25.6,3.5,7.333333333333332,87.8,53.4,1673,0,0,0,1,1,0,0,1
Gautegiz Arteaga,48041,2017,33,0.0,28.0,3.0,9.0,5.0,1.0,0.0,0.0,C002,1.3333333333333333,77.94166666666666,1.1809124812701133,0.3478225457878345,0.184736530859445,14.083333333333334,10.5,105.53333333333336,9.8,39.9,11.958333333333334,14.425,37.2,25.8,2.5,4.775,95.8,39.7,847,0,0,0,1,1,0,0,0
Gautegiz Arteaga,48041,2018,13,0.0,28.0,3.0,9.0,5.0,1.0,0.0,0.0,C002,0.6666666666666666,81.50833333333333,1.1894545647914816,0.3421393903663535,0.1881025611205595,15.666666666666666,12.5,110.06666666666666,10.1,57.6,11.791666666666666,14.449999999999998,35.4,25.8,3.1,4.758333333333334,79.2,46.1,840,0,0,0,1,1,0,0,0
Gernika-Lumo,48046,2017,26,0.0,11.0,11.0,31.0,8.0,0.0,0.0,0.0,C063,2.083333333333333,80.775,1.484,0.2165833333333333,0.1410587433502921,14.416666666666666,10.833333333333334,114.78333333333336,9.7,47.0,12.526742878641189,14.033333333333331,37.8,25.6,2.0,11.07345025394443,80.26314820906147,40.28750221208679,16915,0,0,0,1,1,0,0,0
Gernika-Lumo,48046,2018,11,0.0,11.0,11.0,31.0,8.0,0.0,0.0,0.0,C063,1.25,81.825,3.99,0.2653333333333333,0.1685374376271249,16.75,12.5,131.075,8.8,80.2,12.518818027147644,14.091666666666669,36.3,26.3,2.3,11.218443615997373,75.40673408799904,40.38838718039932,16972,0,0,0,1,1,0,0,0
Getxo,48044,2017,127,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C042,0.1666666666666666,77.10833333333333,1.087003209228666,0.3289393650101203,0.1669731509739492,13.916666666666666,10.75,88.10833333333333,4.5,39.3,12.8,15.249999999999998,35.7,23.7,5.4,17.900000000000002,145.1,66.8,78406,2,1,1,1,0,0,1,0
Getxo,48044,2018,77,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,C042,0.1666666666666666,79.12500000000001,0.9645836674320926,0.3197531675781782,0.1792173652237046,15.333333333333334,10.416666666666666,83.26666666666668,7.8,41.3,12.42645320905587,15.058333333333335,34.3,23.6,5.2,17.483333333333334,125.3,78.3,78276,2,1,1,1,0,0,1,0
Gizaburuaga,48047,2017,8,0.0,18.0,6.0,0.0,0.0,1.0,0.0,0.0,C0BA,0.75,83.71666666666667,2.32,0.2411666666666666,0.1576278079182824,14.166666666666666,10.666666666666666,113.22500000000002,8.8,46.0,12.56179068704233,14.133333333333333,37.0,24.4,2.8,11.453443645292923,79.74821822079434,40.30916617186383,209,0,0,0,1,1,0,0,0
Gizaburuaga,48047,2018,6,0.0,18.0,6.0,0.0,0.0,1.0,0.0,0.0,C0BA,0.3333333333333333,83.825,1.812,0.2950833333333333,0.1740236830743718,17.5,13.0,126.33333333333336,20.1,60.5,12.53107552911221,14.516666666666664,32.5,25.4,3.7,11.430960359565054,76.06973915736587,40.411125576151065,212,0,0,0,1,1,0,0,0
Gordexola,48042,2017,48,0.0,14.0,0.0,39.0,0.0,0.0,0.0,0.0,C0C3,1.5,79.38333333333334,1.0513211431585123,0.3299157694743755,0.1863461911681477,13.916666666666666,9.916666666666666,105.60833333333336,7.4,59.4,12.584466599774636,13.699999999999998,38.8,26.3,1.5,6.208333333333333,90.4,39.9,1674,0,0,0,1,0,0,0,0
Gordexola,48042,2018,2,0.0,14.0,0.0,39.0,0.0,0.0,0.0,0.0,C0C3,0.5833333333333334,81.73333333333333,1.0396349157793896,0.3409409779369889,0.1861541289891171,15.416666666666666,11.416666666666666,109.06666666666668,6.0,42.0,12.596352166967725,13.941666666666665,38.9,27.5,2.8,6.066666666666666,70.2,44.0,1686,0,0,0,1,0,0,0,0
Gorliz,48043,2017,45,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C057,1.25,85.39999999999999,5.122999999999999,0.6380833333333334,0.1821204107642849,14.416666666666666,11.333333333333334,113.33333333333331,4.3,45.1,12.225,15.199999999999996,38.1,26.9,3.1,7.108333333333333,91.8,44.2,5680,0,0,0,0,1,0,0,1
Gorliz,48043,2018,24,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C057,0.5,73.85,6.436,0.7423333333333332,0.1678599610693571,16.083333333333332,11.666666666666666,121.5,12.4,42.2,11.65,14.866666666666667,37.9,25.6,3.5,7.333333333333332,87.8,53.4,5683,0,0,0,0,1,0,0,1
Güeñes,48045,2017,67,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,1.5,79.38333333333334,1.0513211431585123,0.3299157694743755,0.1863461911681477,13.916666666666666,9.916666666666666,105.60833333333336,7.4,59.4,12.584466599774636,13.699999999999998,38.8,26.3,1.5,6.208333333333333,90.4,39.9,6686,1,0,0,1,0,0,0,0
Güeñes,48045,2018,32,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,0.5833333333333334,81.73333333333333,1.0396349157793896,0.3409409779369889,0.1861541289891171,15.416666666666666,11.416666666666666,109.06666666666668,6.0,42.0,12.596352166967725,13.941666666666665,38.9,27.5,2.8,6.066666666666666,70.2,44.0,6681,1,0,0,1,0,0,0,0
Ibarrangelu,48048,2017,17,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,C002,1.3333333333333333,77.94166666666666,1.1809124812701133,0.3478225457878345,0.184736530859445,14.083333333333334,10.5,105.53333333333336,9.8,39.9,11.958333333333334,14.425,37.2,25.8,2.5,4.775,95.8,39.7,651,0,0,0,1,1,0,0,0
Ibarrangelu,48048,2018,10,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,C002,0.6666666666666666,81.50833333333333,1.1894545647914816,0.3421393903663535,0.1881025611205595,15.666666666666666,12.5,110.06666666666666,10.1,57.6,11.791666666666666,14.449999999999998,35.4,25.8,3.1,4.758333333333334,79.2,46.1,636,0,0,0,1,1,0,0,0
Igorre,48094,2017,41,0.0,32.0,6.0,4.0,7.0,0.0,0.0,1.0,C033,1.4166666666666667,79.825,1.114795453398045,0.338103956052167,0.1803443468414604,14.75,11.25,116.94166666666666,4.8,88.2,11.983333333333333,14.324999999999998,37.1,26.3,2.0,7.539592788634075,100.8,43.6,4251,0,0,0,1,1,0,0,0
Igorre,48094,2018,17,0.0,32.0,6.0,4.0,7.0,0.0,0.0,1.0,C033,0.8333333333333334,79.76558312998702,1.0985482716469082,0.3480550872057191,0.1821693288872349,16.833333333333332,12.666666666666666,125.23333333333332,14.9,77.7,11.322511556762676,14.025,36.5,27.2,2.2,7.972379110532128,82.8,50.8,4257,0,0,0,1,1,0,0,0
Ispaster,48049,2017,35,0.0,44.0,46.0,0.0,1.0,1.0,1.0,0.0,C0BA,0.75,83.71666666666667,2.32,0.2411666666666666,0.1576278079182824,14.166666666666666,10.666666666666666,113.22500000000002,8.8,46.0,12.56179068704233,14.133333333333333,37.0,24.4,2.8,11.453443645292923,79.74821822079434,40.30916617186383,706,0,0,0,1,1,0,0,0
Ispaster,48049,2018,8,0.0,44.0,46.0,0.0,1.0,1.0,1.0,0.0,C0BA,0.3333333333333333,83.825,1.812,0.2950833333333333,0.1740236830743718,17.5,13.0,126.33333333333336,20.1,60.5,12.53107552911221,14.516666666666664,32.5,25.4,3.7,11.430960359565054,76.06973915736587,40.411125576151065,725,0,0,0,1,1,0,0,0
Iurreta,48910,2017,45,0.0,58.0,0.0,29.0,2.0,0.0,0.0,0.0,C0B6,2.333333333333333,83.23333333333333,1.01536370353269,0.3498466089541458,0.1900075067489513,14.5,11.0,120.45833333333331,4.8,55.3,12.546860837653805,13.05,37.9,26.8,0.6,11.23787202780826,81.0295240718585,40.27761487728644,3658,1,0,0,1,1,0,0,0
Iurreta,48910,2018,23,0.0,58.0,0.0,29.0,2.0,0.0,0.0,0.0,C0B6,1.6666666666666667,85.5447748537948,0.9988161954985344,0.3726365565062397,0.1786100127175378,17.083333333333332,13.333333333333334,132.86666666666667,11.9,58.4,12.531709480563483,13.308333333333335,35.9,27.4,1.6,11.451997541980916,77.72572328155795,40.42748974868112,3643,1,0,0,1,1,0,0,0
Izurtza,48050,2017,9,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,C0B7,2.0,78.05833333333334,1.114,0.2204999999999999,0.1453810753946167,14.666666666666666,10.833333333333334,117.74166666666667,9.6,63.1,12.52904154880209,13.283333333333331,38.4,26.1,0.8,10.868513597081687,82.10233568250241,40.190008039791934,231,0,0,0,1,1,0,0,0
Izurtza,48050,2018,4,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,C0B7,1.0,79.49166666666666,1.212,0.2576666666666667,0.1655940562212032,16.416666666666668,12.583333333333334,128.36666666666665,10.9,71.2,12.519171819260627,13.675000000000002,37.0,26.6,2.2,11.036586551502388,76.64277191449939,40.3020920075348,255,0,0,0,1,1,0,0,0
Karrantza Harana/Valle de Carranza,48022,2017,19,142.0,25.0,1.0,12.0,1.0,0.0,2.0,0.0,C065,0.5833333333333334,79.85,1.0713960799657989,0.3254789348282358,0.1662240446181674,13.166666666666666,9.583333333333334,111.90000000000002,9.1,80.2,11.966666666666669,12.341666666666669,34.2,22.4,3.1,14.325,173.9,66.8,2717,0,0,0,1,1,1,1,0
Karrantza Harana/Valle de Carranza,48022,2018,5,142.0,25.0,1.0,12.0,1.0,0.0,2.0,0.0,C065,1.8333333333333333,83.39166666666667,1.0993767222372526,0.330798312458573,0.1766350672740478,17.083333333333332,12.333333333333334,112.56666666666668,10.1,52.3,11.483333333333334,11.391666666666667,32.3,22.6,0.0,14.916666666666666,141.1,81.4,2715,0,0,0,1,1,1,1,0
Kortezubi,48907,2017,16,267.0,36.0,5.0,14.0,0.0,1.0,0.0,0.0,C002,1.3333333333333333,77.94166666666666,1.1809124812701133,0.3478225457878345,0.184736530859445,14.083333333333334,10.5,105.53333333333336,9.8,39.9,11.958333333333334,14.425,37.2,25.8,2.5,4.775,95.8,39.7,445,0,0,0,0,1,0,0,0
Kortezubi,48907,2018,3,267.0,36.0,5.0,14.0,0.0,1.0,0.0,0.0,C002,0.6666666666666666,81.50833333333333,1.1894545647914816,0.3421393903663535,0.1881025611205595,15.666666666666666,12.5,110.06666666666666,10.1,57.6,11.791666666666666,14.449999999999998,35.4,25.8,3.1,4.758333333333334,79.2,46.1,444,0,0,0,0,1,0,0,0
Lanestosa,48051,2017,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,C065,0.5833333333333334,79.85,1.0713960799657989,0.3254789348282358,0.1662240446181674,13.166666666666666,9.583333333333334,111.90000000000002,9.1,80.2,11.966666666666669,12.341666666666669,34.2,22.4,3.1,14.325,173.9,66.8,268,0,0,0,1,1,1,1,0
Lanestosa,48051,2018,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,C065,1.8333333333333333,83.39166666666667,1.0993767222372526,0.330798312458573,0.1766350672740478,17.083333333333332,12.333333333333334,112.56666666666668,10.1,52.3,11.483333333333334,11.391666666666667,32.3,22.6,0.0,14.916666666666666,141.1,81.4,254,0,0,0,1,1,1,1,0
Larrabetzu,48052,2017,32,0.0,36.0,4.0,32.0,0.0,0.0,0.0,0.0,C003,1.25,77.53333333333332,1.1352986117424844,0.3355783372643445,0.1819119245195934,14.583333333333334,10.833333333333334,123.64166666666668,6.7,75.5,11.933333333333332,14.250000000000002,38.2,26.4,1.9,5.991666666666666,99.7,42.0,2035,0,0,0,1,1,0,0,0
Larrabetzu,48052,2018,25,0.0,36.0,4.0,32.0,0.0,0.0,0.0,0.0,C003,0.6666666666666666,77.62500000000001,1.142828222484798,0.3509249764831395,0.1720044821038792,16.0,11.916666666666666,119.44166666666668,10.9,52.2,12.344836030168784,14.575,38.7,26.8,2.8,6.125000000000001,77.0,46.3,2029,0,0,0,1,1,0,0,0
Laukiz,48053,2017,22,0.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,C057,1.25,85.39999999999999,5.122999999999999,0.6380833333333334,0.1821204107642849,14.416666666666666,11.333333333333334,113.33333333333331,4.3,45.1,12.225,15.199999999999996,38.1,26.9,3.1,7.108333333333333,91.8,44.2,1190,0,0,0,1,1,0,0,1
Laukiz,48053,2018,25,0.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,C057,0.5,73.85,6.436,0.7423333333333332,0.1678599610693571,16.083333333333332,11.666666666666666,121.5,12.4,42.2,11.65,14.866666666666667,37.9,25.6,3.5,7.333333333333332,87.8,53.4,1191,0,0,0,1,1,0,0,1
Leioa,48054,2017,129,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C038,0.4166666666666667,72.48333333333333,0.9871535011802116,0.3286938246583077,0.1624019930924966,14.75,10.833333333333334,102.39166666666668,5.9,57.0,12.509580141788089,15.2,37.0,25.7,4.4,7.208333333333333,95.0,43.6,31197,2,1,1,1,0,0,0,0
Leioa,48054,2018,45,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C038,0.1666666666666666,75.69887882473252,0.9821476734175192,0.3469643330030776,0.1617120531287749,15.75,11.583333333333334,102.00833333333333,6.7,44.6,12.5183095165857,15.541666666666664,36.7,26.3,4.8,7.300000000000001,86.0,53.7,31495,2,1,1,1,0,0,0,0
Lekeitio,48057,2017,17,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,C0BA,0.75,83.71666666666667,2.32,0.2411666666666666,0.1576278079182824,14.166666666666666,10.666666666666666,113.22500000000002,8.8,46.0,12.56179068704233,14.133333333333333,37.0,24.4,2.8,11.453443645292923,79.74821822079434,40.30916617186383,7228,0,0,0,1,1,0,0,0
Lekeitio,48057,2018,12,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,C0BA,0.3333333333333333,83.825,1.812,0.2950833333333333,0.1740236830743718,17.5,13.0,126.33333333333336,20.1,60.5,12.53107552911221,14.516666666666664,32.5,25.4,3.7,11.430960359565054,76.06973915736587,40.411125576151065,7258,0,0,0,1,1,0,0,0
Lemoa,48055,2017,14,0.0,25.0,1.0,5.0,0.0,0.0,0.0,0.0,C0B3,2.1666666666666665,81.90833333333335,2.857,0.3379166666666666,0.1504881597320864,15.333333333333334,11.166666666666666,115.1083333333333,5.6,67.3,12.542371488360274,13.325,37.1,26.0,0.7,11.183498603811849,80.06526226453089,40.25033594255886,3534,0,0,0,1,1,0,0,0
Lemoa,48055,2018,9,0.0,25.0,1.0,5.0,0.0,0.0,0.0,0.0,C0B3,0.9166666666666666,82.38333333333334,2.912,0.4553333333333333,0.175978112101801,16.416666666666668,12.75,125.71666666666668,12.5,80.1,12.52912168142096,13.766666666666666,36.9,26.7,2.0,11.225111021245722,76.18932669603424,40.40933155630322,3521,0,0,0,1,1,0,0,0
Lemoiz,48056,2017,21,0.0,12.0,7.0,6.0,0.0,0.0,0.0,0.0,C057,1.25,85.39999999999999,5.122999999999999,0.6380833333333334,0.1821204107642849,14.416666666666666,11.333333333333334,113.33333333333331,4.3,45.1,12.225,15.199999999999996,38.1,26.9,3.1,7.108333333333333,91.8,44.2,1243,0,0,0,1,1,0,0,1
Lemoiz,48056,2018,4,0.0,12.0,7.0,6.0,0.0,0.0,0.0,0.0,C057,0.5,73.85,6.436,0.7423333333333332,0.1678599610693571,16.083333333333332,11.666666666666666,121.5,12.4,42.2,11.65,14.866666666666667,37.9,25.6,3.5,7.333333333333332,87.8,53.4,1241,0,0,0,1,1,0,0,1
Lezama,48081,2017,49,0.0,34.0,0.0,132.0,0.0,1.0,0.0,0.0,C003,1.25,77.53333333333332,1.1352986117424844,0.3355783372643445,0.1819119245195934,14.583333333333334,10.833333333333334,123.64166666666668,6.7,75.5,11.933333333333332,14.250000000000002,38.2,26.4,1.9,5.991666666666666,99.7,42.0,2390,0,0,0,1,1,0,0,0
Lezama,48081,2018,26,0.0,34.0,0.0,132.0,0.0,1.0,0.0,0.0,C003,0.6666666666666666,77.62500000000001,1.142828222484798,0.3509249764831395,0.1720044821038792,16.0,11.916666666666666,119.44166666666668,10.9,52.2,12.344836030168784,14.575,38.7,26.8,2.8,6.125000000000001,77.0,46.3,2429,0,0,0,1,1,0,0,0
Loiu,48903,2017,84,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,C0B9,1.5833333333333333,82.89999999999999,2.75,0.5065000000000001,0.1951379022026108,15.416666666666666,10.916666666666666,113.375,4.9,72.6,12.536550816889768,13.658333333333331,36.7,25.4,1.4,11.279446705477667,79.78677695947998,40.312675844501285,2361,2,1,1,1,1,0,0,0
Loiu,48903,2018,42,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,C0B9,0.9166666666666666,82.38333333333334,2.86,0.540873725822083,0.1866093551400559,16.666666666666668,11.666666666666666,108.03333333333336,6.2,54.0,12.53210587343074,14.133333333333336,37.0,26.1,2.9,11.319287365124303,76.19442639475808,40.42079086609581,2416,2,1,1,1,1,0,0,0
Mallabia,48058,2017,6,0.0,58.0,16.0,0.0,0.0,0.0,0.0,0.0,C075,1.1666666666666667,80.71203516961862,1.0176589619527694,0.3362822162693344,0.1846152064603388,14.833333333333334,11.5,121.3,7.6,62.2,12.581382764815991,13.908333333333331,39.0,26.8,2.3,5.483333333333333,84.2,40.9,1168,0,0,0,1,1,0,0,0
Mallabia,48058,2018,5,0.0,58.0,16.0,0.0,0.0,0.0,0.0,0.0,C075,0.9166666666666666,84.32499999999999,1.0299862105338076,0.3445804708473792,0.1844886057369617,17.416666666666668,13.25,132.725,13.2,53.3,12.588704599068189,13.666666666666666,38.4,29.3,2.4,5.316666666666667,76.7,47.0,1158,0,0,0,1,1,0,0,0
Markina-Xemein,48060,2017,27,0.0,59.0,21.0,15.0,2.0,0.0,0.0,0.0,C0BD,2.0,83.11666666666666,1.09,0.2019166666666666,0.1397584990210988,14.583333333333334,11.583333333333334,137.79999999999998,7.7,69.4,12.54551620345284,12.833333333333336,36.8,24.3,0.5,11.279620587544237,82.26881933181963,40.29080464480192,4999,0,0,0,1,1,0,0,0
Markina-Xemein,48060,2018,13,0.0,59.0,21.0,15.0,2.0,0.0,0.0,0.0,C0BD,1.0,83.99166666666666,1.055,0.2444166666666667,0.1703361771964277,17.583333333333332,13.666666666666666,151.64999999999995,10.0,54.1,12.53237117824026,13.141666666666666,34.7,25.0,1.9,11.40420067610741,77.50328060715232,40.371897923669216,4934,0,0,0,1,1,0,0,0
Maruri-Jatabe,48061,2017,33,0.0,15.0,8.0,10.0,0.0,0.0,0.0,0.0,C057,1.25,85.39999999999999,5.122999999999999,0.6380833333333334,0.1821204107642849,14.416666666666666,11.333333333333334,113.33333333333331,4.3,45.1,12.225,15.199999999999996,38.1,26.9,3.1,7.108333333333333,91.8,44.2,967,1,0,0,1,1,0,0,1
Maruri-Jatabe,48061,2018,27,0.0,15.0,8.0,10.0,0.0,0.0,0.0,0.0,C057,0.5,73.85,6.436,0.7423333333333332,0.1678599610693571,16.083333333333332,11.666666666666666,121.5,12.4,42.2,11.65,14.866666666666667,37.9,25.6,3.5,7.333333333333332,87.8,53.4,982,1,0,0,1,1,0,0,1
