waspbust_id,nest_foundDate,municip_name,species,nest_locType,nest_hight,nest_diameter,nest_longitude,nest_latitude,nest_status,nest_judgementDate,municip_code,colonies_amount,food_fruit,food_apple,food_txakoli,food_kiwi,food_pear,food_blueberry,food_raspberry,station_code,month,year_offset,index,MMM,year,station_name,code_merge,merge_cod,weath_days_frost,weath_humidity,weath_maxLevel,weath_midLevel,weath_minLevel,weath_days_rain,weath_days_rain1mm,weath_accuRainfall,weath_10minRainfall,weath_1dayRainfall,weath_solar,weath_meanTemp,weath_maxTemp,weath_maxMeanTemp,weath_minTemp,weath_meanWindM,weath_maxWindM,weath_meanDayMaxWind
1349,10/21/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,40,30,"5,082,122,027","4,785,218,087",CERRADA - ELIMINADO,10/25/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,10,2017,3811,OCT,2017,Amorebieta,C079_Amorebieta_2017_OCT,C079_Amorebieta_2017_OCT,0,85.9,0.347,0.251,0.193992935,11,7,18,0.9,4.6,12.57006268,15.6,30,22.3,10.8,11.85887653,74.91604298,40.21777984
1350,10/20/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,3,6,"5,093,610,216","4,785,554,698",CERRADA - ELIMINADO,10/25/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,10,2017,3811,OCT,2017,Amorebieta,C079_Amorebieta_2017_OCT,C079_Amorebieta_2017_OCT,0,85.9,0.347,0.251,0.193992935,11,7,18,0.9,4.6,12.57006268,15.6,30,22.3,10.8,11.85887653,74.91604298,40.21777984
1752,6/9/2018 0:00,Berriz,AVISPA ASIÁTICA,ARBOLADO,14,40,,,CERRADA - ELIMINADO,6/9/2018 0:00,48019,0,53,1,1,4,0,0,0,C079,6,2017,2175,JUN,2017,Amorebieta,C079_Amorebieta_2017_JUN,C079_Amorebieta_2017_JUN,0,79.4,0.467,0.298,0.205037061,16,9,73.9,5.5,18.6,12.52481759,19.2,38.4,24.6,14.9,11.4156809,74.42665041,40.20359792
1351,10/19/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,3,15,,,CERRADA - ELIMINADO,10/22/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,10,2017,3811,OCT,2017,Amorebieta,C079_Amorebieta_2017_OCT,C079_Amorebieta_2017_OCT,0,85.9,0.347,0.251,0.193992935,11,7,18,0.9,4.6,12.57006268,15.6,30,22.3,10.8,11.85887653,74.91604298,40.21777984
1352,10/17/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,3,20,"5,084,126,847","4,787,079,474",CERRADA - NO ELIMINABLE,10/25/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,10,2017,3811,OCT,2017,Amorebieta,C079_Amorebieta_2017_OCT,C079_Amorebieta_2017_OCT,0,85.9,0.347,0.251,0.193992935,11,7,18,0.9,4.6,12.57006268,15.6,30,22.3,10.8,11.85887653,74.91604298,40.21777984
1353,11/10/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,10,,,CERRADA - ELIMINADO,10/16/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,11,2017,4220,NOV,2017,Amorebieta,C079_Amorebieta_2017_NOV,C079_Amorebieta_2017_NOV,0,87,1.228,0.465,0.202353876,16,16,193.4,1.9,38.7,12.53616383,9.6,23,15.2,5.5,11.57605719,74.87101154,40.16235965
1354,3/10/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,1,18,"5,084,893,814","4786343,8",CERRADA - ELIMINADO,4/10/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,3,2017,948,MAR,2017,Amorebieta,C079_Amorebieta_2017_MAR,C079_Amorebieta_2017_MAR,1,73.2,1.34,0.484,0.23734096,13,10,101.6,1.8,30.2,12.52108475,11.4,26.9,17,6.4,10.29497351,74.44756069,40.13255684
1355,1/10/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,12,1,"5,076,533,917","4,787,857,317",CERRADA - ELIMINADO,10/16/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,1,2017,130,ENE,2017,Amorebieta,C079_Amorebieta_2017_ENE,C079_Amorebieta_2017_ENE,16,88.5,2.734,0.617,0.186771973,10,8,188.2,2.1,54.2,12.51424244,4.8,19.4,10.5,0.6,10.82732627,80.84788956,40.03274306
1356,9/27/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,3,1,"5,082,046,312","4,787,366,582",CERRADA - ELIMINADO,4/10/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
1357,9/26/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,15,10,"5,092,734,027","4,786,528,831",CERRADA - ELIMINADO,9/26/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
1358,9/26/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,1,10,"5,081,734,939","4,787,032,272",CERRADA - ELIMINADO,9/27/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
1359,9/25/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,1,10,"5,088,184,551","4,786,473,392",CERRADA - ELIMINADO,9/26/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
1360,9/25/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,7,50,"507,742,821","4,787,859,362",CERRADA - ELIMINADO,9/26/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
1361,9/14/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,4,10,"5,088,056,199","4,786,440,758",CERRADA - ELIMINADO,9/26/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
1362,12/9/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,0,10,"5,095,032,867","4,785,668,022",CERRADA - ELIMINADO,,48015,0,0,0,0,19,0,0,0,C079,12,2017,4629,DIC,2017,Amorebieta,C079_Amorebieta_2017_DIC,C079_Amorebieta_2017_DIC,2,91.6,1.991,0.812,0.217283498,23,22,327.2,3.2,47.1,12.53649097,7.5,19.6,12,4.2,11.01167656,75.79830384,40.1634447
1363,12/9/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,2,15,"5,077,442,381","4,787,277,978",CERRADA - ELIMINADO,9/26/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,12,2017,4629,DIC,2017,Amorebieta,C079_Amorebieta_2017_DIC,C079_Amorebieta_2017_DIC,2,91.6,1.991,0.812,0.217283498,23,22,327.2,3.2,47.1,12.53649097,7.5,19.6,12,4.2,11.01167656,75.79830384,40.1634447
1364,10/9/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,6,50,"5,084,632,742","4,787,412,566",CERRADA - ELIMINADO,9/14/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,10,2017,3811,OCT,2017,Amorebieta,C079_Amorebieta_2017_OCT,C079_Amorebieta_2017_OCT,0,85.9,0.347,0.251,0.193992935,11,7,18,0.9,4.6,12.57006268,15.6,30,22.3,10.8,11.85887653,74.91604298,40.21777984
1365,6/9/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,25,50,,,CERRADA - ELIMINADO,11/9/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,6,2017,2175,JUN,2017,Amorebieta,C079_Amorebieta_2017_JUN,C079_Amorebieta_2017_JUN,0,79.4,0.467,0.298,0.205037061,16,9,73.9,5.5,18.6,12.52481759,19.2,38.4,24.6,14.9,11.4156809,74.42665041,40.20359792
1366,5/9/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,10,40,"5,092,857,926","4,786,547,428",PENDIENTE DE GRUPO,,48015,0,0,0,0,19,0,0,0,C079,5,2017,1766,MAY,2017,Amorebieta,C079_Amorebieta_2017_MAY,C079_Amorebieta_2017_MAY,0,71.8,0.972,0.333,0.175348777,12,9,66.2,2.9,27.4,12.5071795,16.9,35.2,23.3,11.4,10.71033051,73.54702181,40.09578858
1367,8/25/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,15,50,,,CERRADA - ELIMINADO,8/28/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,8,2017,2993,AGO,2017,Amorebieta,C079_Amorebieta_2017_AGO,C079_Amorebieta_2017_AGO,0,81.1,0.44,0.265,0.199910131,13,10,55.2,3.9,13.4,12.527689,19.7,36.8,25.4,15.2,11.4422276,75.04279021,40.27864096
1368,8/22/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,13,20,"509084,71","4,786,988,441",CERRADA - ELIMINADO,8/23/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,8,2017,2993,AGO,2017,Amorebieta,C079_Amorebieta_2017_AGO,C079_Amorebieta_2017_AGO,0,81.1,0.44,0.265,0.199910131,13,10,55.2,3.9,13.4,12.527689,19.7,36.8,25.4,15.2,11.4422276,75.04279021,40.27864096
1369,12/8/2018 0:00,Basauri,AVISPA ASIÁTICA,,20,20,"509,640,802","4,787,783,464",CERRADA - ELIMINADO,8/13/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,12,2017,4629,DIC,2017,Amorebieta,C079_Amorebieta_2017_DIC,C079_Amorebieta_2017_DIC,2,91.6,1.991,0.812,0.217283498,23,22,327.2,3.2,47.1,12.53649097,7.5,19.6,12,4.2,11.01167656,75.79830384,40.1634447
1370,7/8/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,7,50,"5,089,887,426","4,785,257,119",CERRADA - ELIMINADO,7/8/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,7,2017,2584,JUL,2017,Amorebieta,C079_Amorebieta_2017_JUL,C079_Amorebieta_2017_JUL,0,80,0.663,0.299,0.199060387,14,7,70.4,3.1,26.8,12.55381054,19.7,37.3,25,15.3,11.39887132,75.07508418,40.26126376
1371,3/8/2018 0:00,Basauri,AVISPA ASIÁTICA,,16,5,,,CERRADA - ELIMINADO,8/13/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,3,2017,948,MAR,2017,Amorebieta,C079_Amorebieta_2017_MAR,C079_Amorebieta_2017_MAR,1,73.2,1.34,0.484,0.23734096,13,10,101.6,1.8,30.2,12.52108475,11.4,26.9,17,6.4,10.29497351,74.44756069,40.13255684
1372,7/30/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,7,25,,,CERRADA - ELIMINADO,8/13/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,7,2017,2584,JUL,2017,Amorebieta,C079_Amorebieta_2017_JUL,C079_Amorebieta_2017_JUL,0,80,0.663,0.299,0.199060387,14,7,70.4,3.1,26.8,12.55381054,19.7,37.3,25,15.3,11.39887132,75.07508418,40.26126376
1373,7/27/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,12,25,,,CERRADA - ELIMINADO,7/30/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,7,2017,2584,JUL,2017,Amorebieta,C079_Amorebieta_2017_JUL,C079_Amorebieta_2017_JUL,0,80,0.663,0.299,0.199060387,14,7,70.4,3.1,26.8,12.55381054,19.7,37.3,25,15.3,11.39887132,75.07508418,40.26126376
1374,7/25/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,15,40,"5,092,931,756","4,787,035,204",PENDIENTE DE GRUPO,,48015,0,0,0,0,19,0,0,0,C079,7,2017,2584,JUL,2017,Amorebieta,C079_Amorebieta_2017_JUL,C079_Amorebieta_2017_JUL,0,80,0.663,0.299,0.199060387,14,7,70.4,3.1,26.8,12.55381054,19.7,37.3,25,15.3,11.39887132,75.07508418,40.26126376
1375,7/25/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,15,40,"5,069,766,558","4,787,089,645",CERRADA - ELIMINADO,7/25/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,7,2017,2584,JUL,2017,Amorebieta,C079_Amorebieta_2017_JUL,C079_Amorebieta_2017_JUL,0,80,0.663,0.299,0.199060387,14,7,70.4,3.1,26.8,12.55381054,19.7,37.3,25,15.3,11.39887132,75.07508418,40.26126376
1376,7/24/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,15,40,,,CERRADA - ELIMINADO,1/8/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,7,2017,2584,JUL,2017,Amorebieta,C079_Amorebieta_2017_JUL,C079_Amorebieta_2017_JUL,0,80,0.663,0.299,0.199060387,14,7,70.4,3.1,26.8,12.55381054,19.7,37.3,25,15.3,11.39887132,75.07508418,40.26126376
1377,7/24/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,3,20,"5,090,510,986","4,785,287,616",CERRADA - ELIMINADO,7/8/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,7,2017,2584,JUL,2017,Amorebieta,C079_Amorebieta_2017_JUL,C079_Amorebieta_2017_JUL,0,80,0.663,0.299,0.199060387,14,7,70.4,3.1,26.8,12.55381054,19.7,37.3,25,15.3,11.39887132,75.07508418,40.26126376
1378,7/18/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,15,50,,,CERRADA - ELIMINADO,7/20/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,7,2017,2584,JUL,2017,Amorebieta,C079_Amorebieta_2017_JUL,C079_Amorebieta_2017_JUL,0,80,0.663,0.299,0.199060387,14,7,70.4,3.1,26.8,12.55381054,19.7,37.3,25,15.3,11.39887132,75.07508418,40.26126376
1379,7/18/2018 0:00,Basauri,AVISPA ASIÁTICA,,3,40,"5,099,269,312","4,785,280,399",CERRADA - ELIMINADO,7/20/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,7,2017,2584,JUL,2017,Amorebieta,C079_Amorebieta_2017_JUL,C079_Amorebieta_2017_JUL,0,80,0.663,0.299,0.199060387,14,7,70.4,3.1,26.8,12.55381054,19.7,37.3,25,15.3,11.39887132,75.07508418,40.26126376
1380,11/7/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,15,20,"508,939,253","4,786,165,325",CERRADA - NO ELIMINABLE,7/20/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,11,2017,4220,NOV,2017,Amorebieta,C079_Amorebieta_2017_NOV,C079_Amorebieta_2017_NOV,0,87,1.228,0.465,0.202353876,16,16,193.4,1.9,38.7,12.53616383,9.6,23,15.2,5.5,11.57605719,74.87101154,40.16235965
1381,9/7/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,15,50,,,CERRADA - ELIMINADO,11/7/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
1382,9/7/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,4,50,"509,037,021","4,785,279,925",CERRADA - ELIMINADO,7/16/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
1383,9/7/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,15,45,"508,311,862","4,787,200,484",CERRADA - ELIMINADO,7/17/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
1384,6/7/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,8,40,"5,090,372,782","4,785,266,642",CERRADA - ELIMINADO,9/7/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,6,2017,2175,JUN,2017,Amorebieta,C079_Amorebieta_2017_JUN,C079_Amorebieta_2017_JUN,0,79.4,0.467,0.298,0.205037061,16,9,73.9,5.5,18.6,12.52481759,19.2,38.4,24.6,14.9,11.4156809,74.42665041,40.20359792
1385,4/7/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,2,10,"5,094,888,112","4,787,683,382",PENDIENTE DE GRUPO,,48015,0,0,0,0,19,0,0,0,C079,4,2017,1357,ABR,2017,Amorebieta,C079_Amorebieta_2017_ABR,C079_Amorebieta_2017_ABR,0,71.7,0.867,0.396,0.233913165,8,8,78.3,2.1,15.2,12.53482935,11.9,28.3,18.2,6,10.5718614,74.31770264,40.11217369
1386,4/7/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,8,40,"5,086,653,438","4,787,076,359",CERRADA - ELIMINADO,9/7/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,4,2017,1357,ABR,2017,Amorebieta,C079_Amorebieta_2017_ABR,C079_Amorebieta_2017_ABR,0,71.7,0.867,0.396,0.233913165,8,8,78.3,2.1,15.2,12.53482935,11.9,28.3,18.2,6,10.5718614,74.31770264,40.11217369
1387,5/29/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,15,30,,,CERRADA - NO ELIMINABLE,5/30/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,5,2017,1766,MAY,2017,Amorebieta,C079_Amorebieta_2017_MAY,C079_Amorebieta_2017_MAY,0,71.8,0.972,0.333,0.175348777,12,9,66.2,2.9,27.4,12.5071795,16.9,35.2,23.3,11.4,10.71033051,73.54702181,40.09578858
1388,5/29/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,4,20,"5,076,541,259","4,788,088,782",CERRADA - NO ELIMINABLE,5/30/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,5,2017,1766,MAY,2017,Amorebieta,C079_Amorebieta_2017_MAY,C079_Amorebieta_2017_MAY,0,71.8,0.972,0.333,0.175348777,12,9,66.2,2.9,27.4,12.5071795,16.9,35.2,23.3,11.4,10.71033051,73.54702181,40.09578858
1389,5/18/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,11,30,,,CERRADA - ELIMINADO,5/21/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,5,2017,1766,MAY,2017,Amorebieta,C079_Amorebieta_2017_MAY,C079_Amorebieta_2017_MAY,0,71.8,0.972,0.333,0.175348777,12,9,66.2,2.9,27.4,12.5071795,16.9,35.2,23.3,11.4,10.71033051,73.54702181,40.09578858
1390,5/23/2018 0:00,Basauri,AVISPA ASIÁTICA,ARBOLADO,12,40,"5,090,293,123","4,787,005,285",CERRADA - NO ELIMINABLE,5/30/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,5,2017,1766,MAY,2017,Amorebieta,C079_Amorebieta_2017_MAY,C079_Amorebieta_2017_MAY,0,71.8,0.972,0.333,0.175348777,12,9,66.2,2.9,27.4,12.5071795,16.9,35.2,23.3,11.4,10.71033051,73.54702181,40.09578858
1391,5/20/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,10,28,"5,088,382,408","4,787,565,924",CERRADA - ELIMINADO,5/21/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,5,2017,1766,MAY,2017,Amorebieta,C079_Amorebieta_2017_MAY,C079_Amorebieta_2017_MAY,0,71.8,0.972,0.333,0.175348777,12,9,66.2,2.9,27.4,12.5071795,16.9,35.2,23.3,11.4,10.71033051,73.54702181,40.09578858
1392,9/5/2018 0:00,Basauri,AVISPA ASIÁTICA,CONSTRUCCIÓN,6,60,,,CERRADA - ELIMINADO,5/14/2018 0:00,48015,0,0,0,0,19,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
1393,8/23/2018 21:17,Basauri,,,,,"509520,58",4787414,CERRADA - ELIMINADO,,48015,0,0,0,0,19,0,0,0,C079,8,2017,2993,AGO,2017,Amorebieta,C079_Amorebieta_2017_AGO,C079_Amorebieta_2017_AGO,0,81.1,0.44,0.265,0.199910131,13,10,55.2,3.9,13.4,12.527689,19.7,36.8,25.4,15.2,11.4422276,75.04279021,40.27864096
1394,9/11/2018 10:43,Basauri,,,,,"508365,79","4786839,5",CERRADA - ELIMINADO,,48015,0,0,0,0,19,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
1395,9/11/2018 20:46,Basauri,,,,,"510386,92","4786561,6",CERRADA - ELIMINADO,,48015,0,0,0,0,19,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
1396,9/13/2018 15:50,Basauri,,,,,"508738,42",4787199,CERRADA - ELIMINADO,,48015,0,0,0,0,19,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
1397,9/17/2018 11:37,Basauri,,,,,"509364,49","4785446,5",CERRADA - ELIMINADO,,48015,0,0,0,0,19,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
1398,11/7/2018 16:28,Basauri,,,,,"508199,66","4787265,5",CERRADA - ELIMINADO,,48015,0,0,0,0,19,0,0,0,C079,11,2017,4220,NOV,2017,Amorebieta,C079_Amorebieta_2017_NOV,C079_Amorebieta_2017_NOV,0,87,1.228,0.465,0.202353876,16,16,193.4,1.9,38.7,12.53616383,9.6,23,15.2,5.5,11.57605719,74.87101154,40.16235965
1399,4/1/2019 14:13,Basauri,,,,,"509639,44","4787567,5",CERRADA - ELIMINADO,,48015,0,0,0,0,19,0,0,0,C079,4,2018,1461,ABR,2018,Amorebieta,C079_Amorebieta_2018_ABR,C079_Amorebieta_2018_ABR,0,71.2,3.087,0.643,0.222463609,18,14,187.1,3.5,75.8,12.4849162,13.6,29.2,18.7,9,10.34663067,73.37323469,40.10433805
1400,4/2/2019 15:24,Basauri,,,,,"508712,82","4786893,5",CERRADA - ELIMINADO,,48015,0,0,0,0,19,0,0,0,C079,4,2018,1461,ABR,2018,Amorebieta,C079_Amorebieta_2018_ABR,C079_Amorebieta_2018_ABR,0,71.2,3.087,0.643,0.222463609,18,14,187.1,3.5,75.8,12.4849162,13.6,29.2,18.7,9,10.34663067,73.37323469,40.10433805
1401,7/10/2019 13:37,Basauri,,,,,"508843,82","4786829,5",CERRADA - ELIMINADO,,48015,0,0,0,0,19,0,0,0,C079,7,2018,2688,JUL,2018,Amorebieta,C079_Amorebieta_2018_JUL,C079_Amorebieta_2018_JUL,0,80.9,1.282,0.363,0.191599588,16,11,88.6,11.2,35.9,12.55269581,21,29.6,25.6,17,11.46653263,74.07628703,40.26260635
1402,10/2/2019 12:09,Basauri,,,,,"509202,71","4785241,5",CERRADA - ELIMINADO,,48015,0,0,0,0,19,0,0,0,C079,10,2018,3915,OCT,2018,Amorebieta,C079_Amorebieta_2018_OCT,C079_Amorebieta_2018_OCT,0,81,1.159,0.35,0.201180763,13,10,195,7.3,50.9,12.55614475,13.9,29.2,19.4,9.7,11.47116978,73.87645461,40.14220893
1403,6/17/2019 0:00,Bedia,AVISPA ASIÁTICA,CONSTRUCCIÓN,3,10,"5,160,451,752","4,784,062,091",CERRADA - ELIMINADO,6/20/2019 0:00,48092,0,5,1,0,0,0,0,0,C079,6,2018,2279,JUN,2018,Amorebieta,C079_Amorebieta_2018_JUN,C079_Amorebieta_2018_JUN,0,81,2.077,0.438,0.208244135,20,13,58.9,2.3,7.5,12.52039888,18,30.8,22.7,13.7,11.04801872,74.74371139,40.18354041
1404,8/14/2019 0:00,Bedia,AVISPA COMÚN,CONSTRUCCIÓN,2,6,"515,730,314","4,784,341,447",CERRADA - NO ELIMINABLE,8/14/2019 0:00,48092,0,5,1,0,0,0,0,0,C079,8,2018,3097,AGO,2018,Amorebieta,C079_Amorebieta_2018_AGO,C079_Amorebieta_2018_AGO,0,79.9,0.509,0.358,0.210560274,12,9,49.9,9.1,10.9,12.51871479,20.3,38.4,25.8,15.6,11.34856416,74.41009363,40.27509288
1405,2/10/2019 0:00,Bedia,AVISPA COMÚN,,0,2,"5,158,210,211","4,784,282,167",CERRADA - ELIMINADO,3/10/2019 0:00,48092,0,5,1,0,0,0,0,0,C079,2,2018,643,FEB,2018,Amorebieta,C079_Amorebieta_2018_FEB,C079_Amorebieta_2018_FEB,7,99,2.049,0.963,0.227761297,20,20,292.3,1.9,36.6,12.58418687,5.5,21.1,9.3,2.3,11.43055274,79.5818225,40.1424809
1406,4/10/2018 0:00,Bedia,AVISPA ASIÁTICA,ARBOLADO,2,20,"515,365,405","4,784,330,162",CERRADA - ELIMINADO,5/10/2018 0:00,48092,0,5,1,0,0,0,0,0,C079,4,2017,1357,ABR,2017,Amorebieta,C079_Amorebieta_2017_ABR,C079_Amorebieta_2017_ABR,0,71.7,0.867,0.396,0.233913165,8,8,78.3,2.1,15.2,12.53482935,11.9,28.3,18.2,6,10.5718614,74.31770264,40.11217369
