waspbust_id,year_x,nest_foundDate,municip_name,species,nest_locType,nest_hight,nest_diameter,nest_longitude,nest_latitude,nest_status,nest_judgementDate,municip_code,colonies_amount,food_fruit,food_apple,food_txakoli,food_kiwi,food_pear,food_blueberry,food_raspberry,station_code,month,year_offset,index,MMM,year_y,station_name,code_merge,merge_cod,weath_days_frost,weath_humidity,weath_maxLevel,weath_midLevel,weath_minLevel,weath_days_rain,weath_days_rain1mm,weath_accuRainfall,weath_10minRainfall,weath_1dayRainfall,weath_solar,weath_meanTemp,weath_maxTemp,weath_maxMeanTemp,weath_minTemp,weath_meanWindM,weath_maxWindM,weath_meanDayMaxWind
1848,2018,2018-08-13 00:00:00,Busturia,Vespa Velutina,Urban Environment,20.0,25.0,"522984,5561","4802574,514",Nest Terminated,2018-08-17 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,8,2017,3014.0,AGO,2017.0,Matxitxako,C019_Matxitxako_2017_AGO,C019_Matxitxako_2017_AGO,0.0,85.2,0.9231848090000001,0.32297268100000004,0.18230887399999998,14.0,10.0,112.8,6.8,34.4,15.8,18.0,33.5,22.0,15.5,18.7,82.8,41.5
1849,2018,2018-07-08 00:00:00,Busturia,Vespa Velutina,Natural Environment,4.0,7.0,"525060,5901","4801836,323",Nest Terminated,2018-09-08 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,7,2017,2605.0,JUL,2017.0,Matxitxako,C019_Matxitxako_2017_JUL,C019_Matxitxako_2017_JUL,0.0,88.0,0.894697346,0.356282764,0.182859259,18.0,12.0,69.3,3.4,16.4,16.5,17.7,29.6,21.2,15.3,19.1,84.6,43.9
1850,2018,2018-07-08 00:00:00,Busturia,Vespa Velutina,Natural Environment,15.0,60.0,"524867,4439","4801704,731",Nest Terminated,2018-09-08 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,7,2017,2605.0,JUL,2017.0,Matxitxako,C019_Matxitxako_2017_JUL,C019_Matxitxako_2017_JUL,0.0,88.0,0.894697346,0.356282764,0.182859259,18.0,12.0,69.3,3.4,16.4,16.5,17.7,29.6,21.2,15.3,19.1,84.6,43.9
1851,2018,2018-07-08 00:00:00,Busturia,Vespa Velutina,Urban Environment,5.0,1.0,"524175,4242","4803562,07",Nest Terminated,2018-09-08 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,7,2017,2605.0,JUL,2017.0,Matxitxako,C019_Matxitxako_2017_JUL,C019_Matxitxako_2017_JUL,0.0,88.0,0.894697346,0.356282764,0.182859259,18.0,12.0,69.3,3.4,16.4,16.5,17.7,29.6,21.2,15.3,19.1,84.6,43.9
1852,2018,2018-07-08 00:00:00,Busturia,Vespa Velutina,Urban Environment,2.0,10.0,"523983,3218","4801923,757",Nest Terminated,2018-09-08 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,7,2017,2605.0,JUL,2017.0,Matxitxako,C019_Matxitxako_2017_JUL,C019_Matxitxako_2017_JUL,0.0,88.0,0.894697346,0.356282764,0.182859259,18.0,12.0,69.3,3.4,16.4,16.5,17.7,29.6,21.2,15.3,19.1,84.6,43.9
1853,2018,2018-03-08 00:00:00,Busturia,Vespa Velutina,Urban Environment,1.0,40.0,"524169,0386","4804136,157",Nest Terminated,2018-08-17 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,3,2017,969.0,MAR,2017.0,Matxitxako,C019_Matxitxako_2017_MAR,C019_Matxitxako_2017_MAR,0.0,78.6,0.9179234540000001,0.299270099,0.194605182,13.0,10.0,132.5,3.1,46.7,10.0,10.9,24.2,14.3,7.9,26.9,105.1,60.3
1854,2018,2018-07-30 00:00:00,Busturia,Vespa Velutina,Urban Environment,20.0,40.0,"524715,4451","4803952,826",Nest Terminated,2018-02-08 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,7,2017,2605.0,JUL,2017.0,Matxitxako,C019_Matxitxako_2017_JUL,C019_Matxitxako_2017_JUL,0.0,88.0,0.894697346,0.356282764,0.182859259,18.0,12.0,69.3,3.4,16.4,16.5,17.7,29.6,21.2,15.3,19.1,84.6,43.9
1855,2018,2018-07-30 00:00:00,Busturia,Vespa Velutina,Natural Environment,12.0,35.0,"524005,0374","4802164,273",Nest Terminated,2018-02-08 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,7,2017,2605.0,JUL,2017.0,Matxitxako,C019_Matxitxako_2017_JUL,C019_Matxitxako_2017_JUL,0.0,88.0,0.894697346,0.356282764,0.182859259,18.0,12.0,69.3,3.4,16.4,16.5,17.7,29.6,21.2,15.3,19.1,84.6,43.9
1856,2018,2018-07-26 00:00:00,Busturia,Vespa Velutina,Natural Environment,4.0,70.0,"524724,1227","4803956,322",Nest Terminated,2018-07-27 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,7,2017,2605.0,JUL,2017.0,Matxitxako,C019_Matxitxako_2017_JUL,C019_Matxitxako_2017_JUL,0.0,88.0,0.894697346,0.356282764,0.182859259,18.0,12.0,69.3,3.4,16.4,16.5,17.7,29.6,21.2,15.3,19.1,84.6,43.9
1857,2018,2018-07-24 00:00:00,Busturia,Vespa Velutina,Urban Environment,20.0,40.0,,,Nest Terminated,2018-07-27 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,7,2017,2605.0,JUL,2017.0,Matxitxako,C019_Matxitxako_2017_JUL,C019_Matxitxako_2017_JUL,0.0,88.0,0.894697346,0.356282764,0.182859259,18.0,12.0,69.3,3.4,16.4,16.5,17.7,29.6,21.2,15.3,19.1,84.6,43.9
1858,2018,2018-07-24 00:00:00,Busturia,Vespa Velutina,Urban Environment,15.0,70.0,"524608,1566","4803163,085",Nest Terminated,2018-06-08 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,7,2017,2605.0,JUL,2017.0,Matxitxako,C019_Matxitxako_2017_JUL,C019_Matxitxako_2017_JUL,0.0,88.0,0.894697346,0.356282764,0.182859259,18.0,12.0,69.3,3.4,16.4,16.5,17.7,29.6,21.2,15.3,19.1,84.6,43.9
1859,2018,2018-07-13 00:00:00,Busturia,Vespa Velutina,Urban Environment,30.0,40.0,"524629,3114","4802850,283",Nest Terminated,2018-07-18 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,7,2017,2605.0,JUL,2017.0,Matxitxako,C019_Matxitxako_2017_JUL,C019_Matxitxako_2017_JUL,0.0,88.0,0.894697346,0.356282764,0.182859259,18.0,12.0,69.3,3.4,16.4,16.5,17.7,29.6,21.2,15.3,19.1,84.6,43.9
1860,2018,2018-09-07 00:00:00,Busturia,Vespa Velutina,Urban Environment,6.0,40.0,"522303,8231","4800638,554",Nest Terminated,2018-07-16 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,9,2017,3423.0,SET,2017.0,Matxitxako,C019_Matxitxako_2017_SET,C019_Matxitxako_2017_SET,0.0,85.8,0.947800328,0.332919339,0.197230221,17.0,17.0,233.5,8.9,47.5,12.5,15.6,27.1,19.0,13.2,21.4,90.7,49.6
1861,2018,2018-02-07 00:00:00,Busturia,Vespa Velutina,Urban Environment,8.0,50.0,"524265,5437","4803423,583",Nest Terminated,2018-04-07 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,2,2017,560.0,FEB,2017.0,Matxitxako,C019_Matxitxako_2017_FEB,C019_Matxitxako_2017_FEB,0.0,78.1,0.957913514,0.26670394199999997,0.18827063,14.0,10.0,71.5,1.7,19.0,7.1,9.9,18.3,13.6,7.4,31.4,138.2,70.6
1862,2018,2018-06-21 00:00:00,Busturia,Vespa Velutina,Urban Environment,5.0,20.0,"524796,4167","4803268,753",Nest Terminated,2018-06-21 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,6,2017,2196.0,JUN,2017.0,Matxitxako,C019_Matxitxako_2017_JUN,C019_Matxitxako_2017_JUN,0.0,86.5,0.910306425,0.346656366,0.204088763,19.0,16.0,82.4,3.2,19.3,15.8,17.6,33.0,21.0,15.0,24.3,137.5,54.0
1863,2018,2018-06-21 00:00:00,Busturia,Vespa Velutina,Natural Environment,2.0,50.0,"524617,2849","4803222,459",Nest Terminated,2018-06-21 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,6,2017,2196.0,JUN,2017.0,Matxitxako,C019_Matxitxako_2017_JUN,C019_Matxitxako_2017_JUN,0.0,86.5,0.910306425,0.346656366,0.204088763,19.0,16.0,82.4,3.2,19.3,15.8,17.6,33.0,21.0,15.0,24.3,137.5,54.0
1864,2018,2018-05-06 00:00:00,Busturia,Vespa Velutina,Urban Environment,8.0,40.0,"523944,3474","4802635,103",Cannot Terminate,2018-06-06 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,5,2017,1787.0,MAY,2017.0,Matxitxako,C019_Matxitxako_2017_MAY,C019_Matxitxako_2017_MAY,0.0,78.1,1.048938726,0.360173633,0.182319645,14.0,11.0,79.5,4.2,30.8,19.9,15.4,29.7,19.7,11.9,26.0,89.3,56.7
1865,2018,2018-05-23 00:00:00,Busturia,Vespa Velutina,Urban Environment,3.0,5.0,"524073,6797","4803583,343",Nest Terminated,2018-05-24 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,5,2017,1787.0,MAY,2017.0,Matxitxako,C019_Matxitxako_2017_MAY,C019_Matxitxako_2017_MAY,0.0,78.1,1.048938726,0.360173633,0.182319645,14.0,11.0,79.5,4.2,30.8,19.9,15.4,29.7,19.7,11.9,26.0,89.3,56.7
1866,2018,2018-05-21 00:00:00,Busturia,Vespa Velutina,Urban Environment,25.0,40.0,"524041,4823","4801781,432",Nest Terminated,2018-05-21 00:00:00,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,5,2017,1787.0,MAY,2017.0,Matxitxako,C019_Matxitxako_2017_MAY,C019_Matxitxako_2017_MAY,0.0,78.1,1.048938726,0.360173633,0.182319645,14.0,11.0,79.5,4.2,30.8,19.9,15.4,29.7,19.7,11.9,26.0,89.3,56.7
1867,2019,2019-10-04 22:00:43,Busturia,,,,,"521815,89","4800617,62",Nest Terminated,,48021.0,0.0,37.0,1.0,2.0,0.0,4.0,1.0,0.0,C019,10,2018,3936.0,OCT,2018.0,Matxitxako,C019_Matxitxako_2018_OCT,C019_Matxitxako_2018_OCT,0.0,86.4,0.8871670859999999,0.289369301,0.200971664,14.0,9.0,160.5,4.7,35.2,8.7,13.4,25.1,16.6,11.1,26.3,111.6,57.0
1868,2019,2019-04-06 00:00:00,Derio,Vespa Velutina,Urban Environment,1.0,50.0,"509803,4605","4793057,697",Nest Terminated,2019-05-06 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,4,2018,1471.0,ABR,2018.0,Derio,C003_Derio_2018_ABR,C003_Derio_2018_ABR,0.0,69.3,0.915862524,0.334447709,0.178382951,17.0,14.0,153.8,5.6,51.3,12.49778514,14.3,29.7,19.3,10.2,7.2,70.9,34.9
1869,2019,2019-10-06 00:00:00,Derio,Vespa Velutina,Urban Environment,2.0,10.0,"508823,7589","4792941,515",Nest Terminated,2019-10-06 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,10,2018,3925.0,OCT,2018.0,Derio,C003_Derio_2018_OCT,C003_Derio_2018_OCT,0.0,80.1,0.872285959,0.32995796899999996,0.196715584,11.0,8.0,180.8,8.6,42.1,9.2,14.7,29.8,20.5,9.9,6.2,60.1,32.6
1870,2019,2019-06-24 00:00:00,Derio,Vespa Velutina,Urban Environment,16.0,15.0,"509112,1839","4793294,413",Nest Terminated,2019-06-27 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,6,2018,2289.0,JUN,2018.0,Derio,C003_Derio_2018_JUN,C003_Derio_2018_JUN,0.0,80.9,0.930592867,0.37700132,0.183960345,18.0,9.0,43.4,3.5,9.0,16.8,18.5,30.8,23.5,14.1,5.6,54.0,25.5
1871,2019,2019-06-25 00:00:00,Derio,Vespa Velutina,,1.0,15.0,"509783,9179","4793481,866",Nest Terminated,2019-06-27 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,6,2018,2289.0,JUN,2018.0,Derio,C003_Derio_2018_JUN,C003_Derio_2018_JUN,0.0,80.9,0.930592867,0.37700132,0.183960345,18.0,9.0,43.4,3.5,9.0,16.8,18.5,30.8,23.5,14.1,5.6,54.0,25.5
1872,2019,2019-06-26 00:00:00,Derio,Vespa Velutina,Natural Environment,15.0,40.0,"510928,1765","4794579,874",Nest Terminated,2019-06-27 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,6,2018,2289.0,JUN,2018.0,Derio,C003_Derio_2018_JUN,C003_Derio_2018_JUN,0.0,80.9,0.930592867,0.37700132,0.183960345,18.0,9.0,43.4,3.5,9.0,16.8,18.5,30.8,23.5,14.1,5.6,54.0,25.5
1873,2019,2019-07-19 00:00:00,Derio,Vespa Velutina,Natural Environment,20.0,25.0,"509771,5651","4793485,322",Nest Terminated,2019-07-19 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,7,2018,2698.0,JUL,2018.0,Derio,C003_Derio_2018_JUL,C003_Derio_2018_JUL,0.0,82.8,0.902484713,0.374706972,0.178023285,16.0,10.0,64.3,10.9,26.1,16.5,21.5,31.5,26.1,17.3,5.1,61.9,27.1
1874,2019,2019-08-16 00:00:00,Derio,Vespa Velutina,Urban Environment,1.0,25.0,"509655,8079","4795751,293",Nest Terminated,2019-08-19 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,8,2018,3107.0,AGO,2018.0,Derio,C003_Derio_2018_AGO,C003_Derio_2018_AGO,0.0,81.7,0.856339987,0.350227312,0.191802177,11.0,10.0,44.3,2.6,9.0,18.3,21.0,38.7,26.8,16.1,5.2,54.7,27.4
1875,2019,2019-08-16 00:00:00,Derio,Vespa Velutina,Urban Environment,1.0,25.0,"509655,8079","4795751,293",Cannot Terminate,2019-08-19 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,8,2018,3107.0,AGO,2018.0,Derio,C003_Derio_2018_AGO,C003_Derio_2018_AGO,0.0,81.7,0.856339987,0.350227312,0.191802177,11.0,10.0,44.3,2.6,9.0,18.3,21.0,38.7,26.8,16.1,5.2,54.7,27.4
1876,2019,2019-08-16 00:00:00,Derio,Vespa Velutina,Urban Environment,1.0,25.0,"509655,8079","4795751,293",Cannot Terminate,2019-08-19 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,8,2018,3107.0,AGO,2018.0,Derio,C003_Derio_2018_AGO,C003_Derio_2018_AGO,0.0,81.7,0.856339987,0.350227312,0.191802177,11.0,10.0,44.3,2.6,9.0,18.3,21.0,38.7,26.8,16.1,5.2,54.7,27.4
1877,2019,2019-02-09 00:00:00,Derio,Vespa Velutina,Natural Environment,12.0,40.0,"510635,6551","4793283,872",Nest Terminated,2019-02-09 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,2,2018,653.0,FEB,2018.0,Derio,C003_Derio_2018_FEB,C003_Derio_2018_FEB,8.0,79.3,0.961926077,0.31568741,0.191947355,20.0,20.0,319.3,2.5,49.0,12.4524317,6.4,20.7,10.2,2.8,5.8,58.7,32.8
1878,2019,2019-08-29 00:00:00,Derio,Vespa Velutina,Natural Environment,8.0,30.0,"509325,7519","4794772,675",Nest Terminated,2019-03-09 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,8,2018,3107.0,AGO,2018.0,Derio,C003_Derio_2018_AGO,C003_Derio_2018_AGO,0.0,81.7,0.856339987,0.350227312,0.191802177,11.0,10.0,44.3,2.6,9.0,18.3,21.0,38.7,26.8,16.1,5.2,54.7,27.4
1879,2019,2019-04-09 00:00:00,Derio,Vespa Velutina,Urban Environment,2.0,1.0,"509904,5102","4793424,092",Nest Terminated,2019-05-09 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,4,2018,1471.0,ABR,2018.0,Derio,C003_Derio_2018_ABR,C003_Derio_2018_ABR,0.0,69.3,0.915862524,0.334447709,0.178382951,17.0,14.0,153.8,5.6,51.3,12.49778514,14.3,29.7,19.3,10.2,7.2,70.9,34.9
1880,2019,2019-09-13 00:00:00,Derio,Vespa Velutina,Urban Environment,2.0,10.0,"509781,4148","4793483,447",Cannot Terminate,2019-09-16 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,9,2018,3516.0,SET,2018.0,Derio,C003_Derio_2018_SET,C003_Derio_2018_SET,0.0,81.2,0.80689413,0.351098591,0.19503289,7.0,4.0,9.4,0.5,3.8,14.5,19.8,35.4,26.4,14.4,5.0,43.9,27.2
1881,2019,2019-08-19 00:00:00,Derio,Vespa Velutina,Urban Environment,8.0,3.0,"509720,8857","4793900,327",Nest Terminated,2019-08-20 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,8,2018,3107.0,AGO,2018.0,Derio,C003_Derio_2018_AGO,C003_Derio_2018_AGO,0.0,81.7,0.856339987,0.350227312,0.191802177,11.0,10.0,44.3,2.6,9.0,18.3,21.0,38.7,26.8,16.1,5.2,54.7,27.4
1882,2019,2019-10-14 00:00:00,Derio,Vespa Velutina,Natural Environment,30.0,50.0,"509428,6299","4792932,309",Cannot Terminate,2019-10-14 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,10,2018,3925.0,OCT,2018.0,Derio,C003_Derio_2018_OCT,C003_Derio_2018_OCT,0.0,80.1,0.872285959,0.32995796899999996,0.196715584,11.0,8.0,180.8,8.6,42.1,9.2,14.7,29.8,20.5,9.9,6.2,60.1,32.6
1883,2019,2019-10-14 00:00:00,Derio,Common Wasp,Natural Environment,3.0,40.0,"509640,8602","4795551,44",Nest Terminated,2019-10-16 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,10,2018,3925.0,OCT,2018.0,Derio,C003_Derio_2018_OCT,C003_Derio_2018_OCT,0.0,80.1,0.872285959,0.32995796899999996,0.196715584,11.0,8.0,180.8,8.6,42.1,9.2,14.7,29.8,20.5,9.9,6.2,60.1,32.6
1884,2019,2019-11-14 00:00:00,Derio,Vespa Velutina,Urban Environment,3.0,50.0,"509530,6188","4793316,445",Nest Terminated,2019-11-14 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,11,2018,4334.0,NOV,2018.0,Derio,C003_Derio_2018_NOV,C003_Derio_2018_NOV,0.0,73.0,1.1428282220000001,0.36584952,0.194280442,18.0,14.0,74.0,1.6,20.5,6.0,12.8,23.1,17.4,8.3,6.9,55.8,34.7
1885,2018,2018-09-20 00:00:00,Derio,Vespa Velutina,Urban Environment,2.0,40.0,"510102,8308","4793342,315",Nest Terminated,2018-09-20 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,9,2017,3412.0,SET,2017.0,Derio,C003_Derio_2017_SET,C003_Derio_2017_SET,0.0,80.9,0.9204760809999999,0.31353992399999997,0.186339762,19.0,14.0,151.2,4.5,36.5,13.0,17.4,31.7,22.9,12.8,4.9,49.0,27.9
1886,2018,2018-11-09 00:00:00,Derio,Common Wasp,Urban Environment,20.0,40.0,"509734,823","4793837,339",Nest Terminated,2018-09-14 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,11,2017,4230.0,NOV,2017.0,Derio,C003_Derio_2017_NOV,C003_Derio_2017_NOV,0.0,82.8,1.108259258,0.343464234,0.181911925,16.0,16.0,197.5,2.3,43.9,5.6,10.3,23.4,15.8,6.1,5.1,52.6,29.3
1887,2018,2018-08-21 00:00:00,Derio,Common Wasp,Urban Environment,12.0,3.0,"511311,6453","4793450,318",Nest Terminated,2018-08-22 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,8,2017,3003.0,AGO,2017.0,Derio,C003_Derio_2017_AGO,C003_Derio_2017_AGO,0.0,77.4,0.854968017,0.36649618,0.18641403199999998,14.0,10.0,70.1,3.4,17.7,16.2,20.4,37.3,26.4,15.7,5.1,42.5,28.2
1888,2019,2019-11-10 00:00:00,Derio,Vespa Velutina,Natural Environment,100.0,50.0,"508818,7488","4792936,033",Nest Terminated,2019-10-16 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,11,2018,4334.0,NOV,2018.0,Derio,C003_Derio_2018_NOV,C003_Derio_2018_NOV,0.0,73.0,1.1428282220000001,0.36584952,0.194280442,18.0,14.0,74.0,1.6,20.5,6.0,12.8,23.1,17.4,8.3,6.9,55.8,34.7
1889,2019,2019-10-14 00:00:00,Derio,Vespa Velutina,Natural Environment,4.0,50.0,"509502,009","4793761,558",Nest Terminated,2019-10-16 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,10,2018,3925.0,OCT,2018.0,Derio,C003_Derio_2018_OCT,C003_Derio_2018_OCT,0.0,80.1,0.872285959,0.32995796899999996,0.196715584,11.0,8.0,180.8,8.6,42.1,9.2,14.7,29.8,20.5,9.9,6.2,60.1,32.6
1890,2019,2019-10-21 00:00:00,Derio,Vespa Velutina,Natural Environment,0.0,40.0,"508711,2672","4794721,716",Nest Terminated,2019-10-21 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,10,2018,3925.0,OCT,2018.0,Derio,C003_Derio_2018_OCT,C003_Derio_2018_OCT,0.0,80.1,0.872285959,0.32995796899999996,0.196715584,11.0,8.0,180.8,8.6,42.1,9.2,14.7,29.8,20.5,9.9,6.2,60.1,32.6
1891,2019,2019-04-11 00:00:00,Derio,Vespa Velutina,Natural Environment,6.0,50.0,"508370,1397","4794707,884",Nest Terminated,2019-05-11 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,4,2018,1471.0,ABR,2018.0,Derio,C003_Derio_2018_ABR,C003_Derio_2018_ABR,0.0,69.3,0.915862524,0.334447709,0.178382951,17.0,14.0,153.8,5.6,51.3,12.49778514,14.3,29.7,19.3,10.2,7.2,70.9,34.9
1892,2019,2019-12-13 00:00:00,Derio,Vespa Velutina,Natural Environment,7.0,50.0,"510069,4023","4794801,037",Nest Terminated,2019-12-17 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,12,2018,4743.0,DIC,2018.0,Derio,C003_Derio_2018_DIC,C003_Derio_2018_DIC,0.0,78.0,1.0976804709999999,0.321491047,0.202960258,11.0,6.0,35.4,1.2,10.2,4.3,10.7,20.9,15.7,6.0,5.3,64.4,29.4
2096,2018,2018-10-25 00:00:00,Ea,Vespa Velutina,Natural Environment,8.0,8.0,"533605,8978","4802937,608",Nest Terminated,2018-10-25 00:00:00,48028.0,103.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,C019,10,2017,3832.0,OCT,2017.0,Matxitxako,C019_Matxitxako_2017_OCT,C019_Matxitxako_2017_OCT,0.0,80.2,0.90944713,0.3463618,0.197698105,12.0,7.0,39.9,1.1,14.0,9.2,15.9,27.1,19.2,13.1,21.7,97.9,49.4
1893,2018,2018-12-19 00:00:00,Derio,Vespa Velutina,Natural Environment,6.0,50.0,"508477,7203","4794900,595",Nest Terminated,2018-12-26 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,12,2017,4639.0,DIC,2017.0,Derio,C003_Derio_2017_DIC,C003_Derio_2017_DIC,1.0,91.6,1.135298612,0.30313588,0.197179888,24.0,21.0,286.7,2.6,35.7,3.7,8.9,20.5,13.2,5.2,6.0,76.3,35.0
1894,2018,2018-12-14 00:00:00,Derio,Vespa Velutina,Natural Environment,1.0,2.0,"509750,9519","4794635,957",Nest Terminated,2018-12-19 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,12,2017,4639.0,DIC,2017.0,Derio,C003_Derio_2017_DIC,C003_Derio_2017_DIC,1.0,91.6,1.135298612,0.30313588,0.197179888,24.0,21.0,286.7,2.6,35.7,3.7,8.9,20.5,13.2,5.2,6.0,76.3,35.0
1895,2018,2018-11-12 00:00:00,Derio,Vespa Velutina,Natural Environment,5.0,7.0,"509728,5652","4795807,038",Nest Terminated,2018-12-12 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,11,2017,4230.0,NOV,2017.0,Derio,C003_Derio_2017_NOV,C003_Derio_2017_NOV,0.0,82.8,1.108259258,0.343464234,0.181911925,16.0,16.0,197.5,2.3,43.9,5.6,10.3,23.4,15.8,6.1,5.1,52.6,29.3
1896,2018,2018-11-15 00:00:00,Derio,Vespa Velutina,Natural Environment,0.0,1.0,"509186,1989","4795151,737",Nest Terminated,2018-11-15 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,11,2017,4230.0,NOV,2017.0,Derio,C003_Derio_2017_NOV,C003_Derio_2017_NOV,0.0,82.8,1.108259258,0.343464234,0.181911925,16.0,16.0,197.5,2.3,43.9,5.6,10.3,23.4,15.8,6.1,5.1,52.6,29.3
1897,2018,2018-11-15 00:00:00,Derio,Vespa Velutina,Natural Environment,2.0,15.0,"509156,5191","4795160,996",Nest Terminated,2018-11-15 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,11,2017,4230.0,NOV,2017.0,Derio,C003_Derio_2017_NOV,C003_Derio_2017_NOV,0.0,82.8,1.108259258,0.343464234,0.181911925,16.0,16.0,197.5,2.3,43.9,5.6,10.3,23.4,15.8,6.1,5.1,52.6,29.3
1898,2018,2018-11-15 00:00:00,Derio,Vespa Velutina,Natural Environment,2.0,15.0,"508986,8558","4794967,228",Nest Terminated,2018-11-15 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,11,2017,4230.0,NOV,2017.0,Derio,C003_Derio_2017_NOV,C003_Derio_2017_NOV,0.0,82.8,1.108259258,0.343464234,0.181911925,16.0,16.0,197.5,2.3,43.9,5.6,10.3,23.4,15.8,6.1,5.1,52.6,29.3
1899,2018,2018-10-22 00:00:00,Derio,Vespa Velutina,Natural Environment,1.0,1.0,"508462,4213","4795984,632",Cannot Terminate,2018-10-22 00:00:00,48901.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,C003,10,2017,3821.0,OCT,2017.0,Derio,C003_Derio_2017_OCT,C003_Derio_2017_OCT,0.0,79.8,0.840366444,0.341634404,0.18501605899999998,10.0,5.0,28.0,1.1,7.9,9.8,16.6,30.6,22.9,11.6,4.8,59.0,25.5
