municip_name,municip_code,month,year_offset,NESTS,colonies_amount,food_fruit,food_apple,food_txakoli,food_kiwi,food_pear,food_blueberry,food_raspberry,station_code,station_name,weath_days_frost,weath_humidity,weath_maxLevel,weath_midLevel,weath_minLevel,weath_days_rain,weath_days_rain1mm,weath_accuRainfall,weath_10minRainfall,weath_1dayRainfall,weath_solar,weath_meanTemp,weath_maxTemp,weath_maxMeanTemp,weath_minTemp,weath_meanWindM,weath_maxWindM,weath_meanDayMaxWind,year,population,cluster_size,cluster_cosmo,cluster_survive,cluster_food,cluster_weather_wet,cluster_weather_temp,cluster_weather_wind,cluster_weather_level
Ugao-Miraballes,48065,11,2017,1,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,C037,Venta Alta,0.0,81.3,1.008834841,0.326115329,0.19605873,15.0,15.0,232.1,2.9,52.2,5.8,10.2,21.6,15.1,6.5,8.3,71.6,38.3,2017,4133,1,0,1,0,1,0,0,0
Urduliz,48089,1,2017,1,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,Punta Galea,2.0,71.3,1.087003209,0.338207926,0.182314765,9.0,8.0,94.4,1.9,34.0,5.3,8.5,19.4,11.6,5.4,24.1,105.8,55.3,2017,4248,1,0,1,0,1,0,1,0
Urduliz,48089,2,2017,1,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,Punta Galea,0.0,70.9,0.979617611,0.320442908,0.18227514,14.0,9.0,69.5,2.5,17.1,8.4,12.4,20.1,15.8,9.2,21.1,131.0,63.8,2017,4248,1,0,1,0,1,0,1,0
Urduliz,48089,3,2017,3,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,Punta Galea,0.0,73.5,0.8881142540000001,0.323510017,0.189161164,10.0,9.0,62.0,1.4,30.6,11.4,13.5,26.0,16.8,10.3,18.2,98.6,52.2,2017,4248,1,0,1,0,1,0,1,0
Urduliz,48089,5,2017,1,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,Punta Galea,0.0,80.6,0.87741511,0.358067892,0.168136134,17.0,8.0,71.4,4.5,31.6,20.8,17.4,32.0,21.3,14.4,15.2,102.2,46.1,2017,4248,1,0,1,0,1,0,1,0
Urduliz,48089,6,2017,4,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,Punta Galea,0.0,86.4,0.859047445,0.343280502,0.17530801,15.0,13.0,63.9,3.1,13.9,17.5,19.8,32.0,22.7,17.3,15.1,97.9,47.3,2017,4248,1,0,1,0,1,0,1,0
Urduliz,48089,7,2017,8,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,Punta Galea,0.0,82.2,0.850598517,0.3447493279999999,0.1724391139999999,12.0,7.0,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6,2017,4248,1,0,1,0,1,0,1,0
Urduliz,48089,8,2017,10,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,Punta Galea,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8,2017,4248,1,0,1,0,1,0,1,0
Urduliz,48089,10,2017,6,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,Punta Galea,0.0,78.3,0.813775045,0.306401953,0.187142066,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9,2017,4248,1,0,1,0,1,0,1,0
Urduliz,48089,11,2017,6,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2017,4248,1,0,1,0,1,0,1,0
Urduliz,48089,12,2017,1,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,C042,Punta Galea,0.0,75.4,1.056239135,0.261852191,0.1796425189999999,23.0,21.0,220.9,3.0,33.4,3.6,10.2,19.9,13.3,7.3,23.4,145.1,66.8,2017,4248,1,0,1,0,1,0,1,0
Urduña/Orduña,48074,3,2017,1,0.0,29.0,0.0,11.0,0.0,0.0,0.0,1.0,C072,Orduña,5.0,78.4,0.8684000620000001,0.306094608,0.1979056089999999,11.0,5.0,48.5,1.7,19.1,12.12474432,7.7,23.3,11.9,4.1,27.0,90.0,61.3,2017,4134,1,0,1,0,0,1,1,0
Urduña/Orduña,48074,4,2017,1,0.0,29.0,0.0,11.0,0.0,0.0,0.0,1.0,C072,Orduña,2.0,74.5,0.880856588,0.33159756,0.196227437,9.0,6.0,56.5,2.4,14.4,12.39520604,8.6,23.4,13.5,4.7,18.2,121.7,50.9,2017,4134,1,0,1,0,0,1,1,0
Urduña/Orduña,48074,5,2017,2,0.0,29.0,0.0,11.0,0.0,0.0,0.0,1.0,C072,Orduña,0.0,74.3,0.971634224,0.321737449,0.177734427,16.0,9.0,90.2,8.5,21.8,12.35373326,13.6,29.9,18.7,9.2,20.3,101.2,57.2,2017,4134,1,0,1,0,0,1,1,0
Urduña/Orduña,48074,6,2017,5,0.0,29.0,0.0,11.0,0.0,0.0,0.0,1.0,C072,Orduña,0.0,82.6,0.914204178,0.342559089,0.1926068789999999,20.0,18.0,106.5,4.1,17.2,12.50611751,15.3,31.0,20.2,11.7,17.4,108.4,49.5,2017,4134,1,0,1,0,0,1,1,0
Urduña/Orduña,48074,7,2017,4,0.0,29.0,0.0,11.0,0.0,0.0,0.0,1.0,C072,Orduña,0.0,84.8,0.88499792,0.366302134,0.209081455,21.0,11.0,52.5,1.5,16.5,12.55154187,15.6,31.9,19.6,12.1,16.7,97.2,48.5,2017,4134,1,0,1,0,0,1,1,0
Urduña/Orduña,48074,8,2017,4,0.0,29.0,0.0,11.0,0.0,0.0,0.0,1.0,C072,Orduña,0.0,81.8,0.926864873,0.3520971679999999,0.191225875,17.0,8.0,49.7,1.6,13.4,12.48930848,15.9,32.6,20.9,12.3,17.3,85.0,49.0,2017,4134,1,0,1,0,0,1,1,0
Urduña/Orduña,48074,9,2017,6,0.0,29.0,0.0,11.0,0.0,0.0,0.0,1.0,C072,Orduña,0.0,84.9,0.870604865,0.322127924,0.187157639,14.0,7.0,55.0,1.0,13.9,12.5079476,12.9,25.2,17.0,9.9,14.5,65.9,43.7,2017,4134,1,0,1,0,0,1,1,0
Urduña/Orduña,48074,10,2017,3,0.0,29.0,0.0,11.0,0.0,0.0,0.0,1.0,C072,Orduña,0.0,76.1,0.937546961,0.313749067,0.178310252,11.0,6.0,38.9,1.4,10.6,12.42260083,13.2,25.6,17.4,9.9,20.7,89.3,50.5,2017,4134,1,0,1,0,0,1,1,0
Urduña/Orduña,48074,11,2017,2,0.0,29.0,0.0,11.0,0.0,0.0,0.0,1.0,C072,Orduña,2.0,80.0,0.913528821,0.300525592,0.200038627,16.0,14.0,138.8,2.6,24.8,12.1917695,6.6,15.6,9.6,4.2,22.1,124.9,56.6,2017,4134,1,0,1,0,0,1,1,0
Urduña/Orduña,48074,12,2017,4,0.0,29.0,0.0,11.0,0.0,0.0,0.0,1.0,C072,Orduña,10.0,90.1,0.8478021659999999,0.265486955,0.218508226,22.0,19.0,177.7,1.7,36.1,12.08490607,3.3,12.5,5.9,1.1,30.5,173.2,70.0,2017,4134,1,0,1,0,0,1,1,0
Valle de Trápaga-Trapagaran,48080,2,2017,2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,0.0,73.8,0.994357858,0.327742483,0.17791556,11.0,9.0,80.4,2.6,16.0,7.9,10.2,19.6,14.5,6.3,16.6,126.7,57.6,2017,11953,1,0,1,0,0,0,1,0
Valle de Trápaga-Trapagaran,48080,3,2017,2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,0.0,73.9,0.939982775,0.333193403,0.192443621,13.0,8.0,107.1,1.8,31.2,10.8,11.3,24.6,15.4,7.3,13.7,74.9,49.4,2017,11953,1,0,1,0,0,0,1,0
Valle de Trápaga-Trapagaran,48080,5,2017,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,0.0,75.7,0.862839479,0.345394262,0.190477669,14.0,10.0,84.2,6.6,28.8,14.8,16.1,32.3,21.3,11.3,10.3,86.4,42.8,2017,11953,1,0,1,0,0,0,1,0
Valle de Trápaga-Trapagaran,48080,8,2017,8,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,0.0,90.6,0.910534674,0.370550292,0.191527549,17.0,11.0,73.2,2.8,22.4,15.3,18.7,34.1,23.6,14.7,7.7,74.2,32.4,2017,11953,1,0,1,0,0,0,1,0
Valle de Trápaga-Trapagaran,48080,9,2017,17,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,0.0,92.0,0.908061905,0.36360461,0.198763035,18.0,14.0,109.6,3.4,25.3,12.8,16.2,28.8,20.7,12.5,8.5,67.7,33.1,2017,11953,1,0,1,0,0,0,1,0
Valle de Trápaga-Trapagaran,48080,10,2017,11,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,0.0,84.6,0.770846308,0.3135222119999999,0.1969076619999999,11.0,7.0,30.7,1.6,11.1,9.8,16.0,28.1,20.7,11.7,10.2,79.2,39.2,2017,11953,1,0,1,0,0,0,1,0
Valle de Trápaga-Trapagaran,48080,11,2017,3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,0.0,82.6,0.986467919,0.329344978,0.181948444,16.0,15.0,233.5,4.6,43.8,5.7,10.6,21.4,14.3,7.4,13.9,99.0,43.9,2017,11953,1,0,1,0,0,0,1,0
Valle de Trápaga-Trapagaran,48080,12,2017,2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,C061,Arboleda,1.0,89.0,1.101334325,0.3113801989999999,0.199934941,23.0,20.0,254.6,3.0,32.9,3.8,8.3,18.8,11.4,5.1,18.0,142.9,59.4,2017,11953,1,0,1,0,0,0,1,0
Zaldibar,48095,3,2017,1,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,C075,Eitzaga,0.0,72.80919762,0.943875668,0.321592427,0.188889673,15.0,11.0,141.9,1.6,42.0,12.52302663,12.2,28.2,18.3,7.3,6.3,71.3,36.6,2017,3077,1,0,1,0,0,0,0,0
Zaldibar,48095,5,2017,6,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,C075,Eitzaga,0.0,74.59583797,0.862161313,0.334600416,0.195824776,13.0,9.0,90.1,7.6,31.5,12.53812785,17.8,36.6,25.2,11.8,6.0,71.3,31.4,2017,3077,1,0,1,0,0,0,0,0
Zaldibar,48095,6,2017,3,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,C075,Eitzaga,0.0,86.283284,0.922810113,0.376906067,0.20466563,20.0,14.0,75.1,2.9,12.2,12.57331352,20.3,39.0,26.8,15.2,5.4,66.2,29.1,2017,3077,1,0,1,0,0,0,0,0
Zaldibar,48095,7,2017,3,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,C075,Eitzaga,0.0,80.9,0.804082973,0.346903974,0.197264375,13.0,7.0,53.4,3.0,18.8,12.53370281,19.5,36.6,26.1,15.0,5.2,60.5,27.1,2017,3077,1,0,1,0,0,0,0,0
Zaldibar,48095,8,2017,2,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,C075,Eitzaga,0.0,81.7,0.864356418,0.324990997,0.1905943289999999,17.0,11.0,46.3,3.0,12.8,12.56073411,19.5,36.2,26.4,14.6,4.9,37.8,27.5,2017,3077,1,0,1,0,0,0,0,0
Zaldibar,48095,9,2017,7,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,C075,Eitzaga,0.0,85.3,0.923795077,0.35513517,0.202845403,16.0,13.0,84.2,3.7,24.2,12.56490078,16.2,31.8,23.4,11.4,4.7,45.4,27.2,2017,3077,1,0,1,0,0,0,0,0
Zaldibar,48095,10,2017,3,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,C075,Eitzaga,0.0,84.2,0.8675745890000001,0.339134955,0.203476518,13.0,8.0,49.4,2.2,23.6,12.60889254,15.3,29.5,22.4,10.5,4.0,43.9,23.1,2017,3077,1,0,1,0,0,0,0,0
Zaldibar,48095,11,2017,2,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,C075,Eitzaga,0.0,84.4,0.994606893,0.290773987,0.195843055,17.0,16.0,189.0,2.8,31.7,12.66813351,9.4,23.1,14.8,5.5,5.3,48.6,29.2,2017,3077,1,0,1,0,0,0,0,0
Zalla,48096,1,2017,5,0.0,19.0,2.0,89.0,0.0,0.0,0.0,0.0,C0C1,Aranguren,10.0,83.5,2.902,0.8109999999999999,0.2729754669999999,8.0,8.0,157.5,1.8,50.5,12.55830282,7.1,20.5,13.3,2.9,10.70170249,79.24475036,40.08147393,2017,8421,1,1,0,0,1,0,0,1
Zalla,48096,2,2017,3,0.0,19.0,2.0,89.0,0.0,0.0,0.0,0.0,C0C1,Aranguren,0.0,77.7,1.493,0.688,0.280075678,11.0,9.0,71.0,1.5,16.9,12.59115599,11.4,23.3,17.8,6.4,11.00917939,75.33097904,40.09331255,2017,8421,1,1,0,0,1,0,0,1
Zalla,48096,3,2017,4,0.0,19.0,2.0,89.0,0.0,0.0,0.0,0.0,C0C1,Aranguren,0.0,76.2,0.949,0.593,0.2520943969999999,13.0,9.0,75.3,1.9,26.5,12.51873568,12.9,31.5,19.5,7.3,10.75314323,74.68070535,40.12502244,2017,8421,1,1,0,0,1,0,0,1
Zalla,48096,4,2017,3,0.0,19.0,2.0,89.0,0.0,0.0,0.0,0.0,C0C1,Aranguren,0.0,74.4,0.892,0.555,0.228820492,8.0,7.0,48.6,1.2,14.7,12.55383099,13.3,30.3,20.5,6.8,10.73411017,74.53400331,40.08210941,2017,8421,1,1,0,0,1,0,0,1
Zalla,48096,5,2017,6,0.0,19.0,2.0,89.0,0.0,0.0,0.0,0.0,C0C1,Aranguren,0.0,73.8,0.805,0.488,0.224118215,16.0,8.0,84.4,4.2,24.2,12.49995489,18.6,37.8,25.9,12.5,10.89094534,73.4847066,40.11543562,2017,8421,1,1,0,0,1,0,0,1
Zalla,48096,6,2017,6,0.0,19.0,2.0,89.0,0.0,0.0,0.0,0.0,C0C1,Aranguren,0.0,78.7,0.628,0.462,0.226446457,14.0,10.0,74.1,5.9,23.0,12.5655576,19.8,37.7,25.6,15.3,11.31351473,74.89662175,40.24330669,2017,8421,1,1,0,0,1,0,0,1
Zalla,48096,7,2017,13,0.0,19.0,2.0,89.0,0.0,0.0,0.0,0.0,C0C1,Aranguren,0.0,77.8,0.5539999999999999,0.414,0.212840736,7.0,3.0,21.2,2.4,8.9,12.52891564,20.1,37.7,25.8,15.6,10.99413951,71.37769882,40.19803692,2017,8421,1,1,0,0,1,0,0,1
Zalla,48096,8,2017,9,0.0,19.0,2.0,89.0,0.0,0.0,0.0,0.0,C0C1,Aranguren,0.0,78.0,0.54,0.362,0.215633801,11.0,9.0,47.5,8.9,22.8,12.530305300000002,19.9,38.5,26.4,15.2,11.09294364,73.89378138,40.18443116,2017,8421,1,1,0,0,1,0,0,1
Zalla,48096,9,2017,7,0.0,19.0,2.0,89.0,0.0,0.0,0.0,0.0,C0C1,Aranguren,0.0,81.7,0.514,0.395,0.203965848,18.0,13.0,67.3,2.3,18.4,12.53635548,16.9,32.0,22.9,12.4,11.36174106,75.17201269,40.16606954,2017,8421,1,1,0,0,1,0,0,1
Zalla,48096,10,2017,10,0.0,19.0,2.0,89.0,0.0,0.0,0.0,0.0,C0C1,Aranguren,0.0,81.4,0.55,0.405,0.205817005,12.0,4.0,17.7,1.1,10.5,12.54464536,15.8,30.7,23.7,10.6,11.6326934,74.68479722,40.1348999,2017,8421,1,1,0,0,1,0,0,1
Zalla,48096,11,2017,20,0.0,19.0,2.0,89.0,0.0,0.0,0.0,0.0,C0C1,Aranguren,3.0,84.2,1.179,0.578,0.2330199989999999,16.0,15.0,159.8,2.3,23.3,12.53020167,9.6,23.5,15.9,5.3,11.19387303,74.16042665,40.17706247,2017,8421,1,1,0,0,1,0,0,1
Zalla,48096,12,2017,4,0.0,19.0,2.0,89.0,0.0,0.0,0.0,0.0,C0C1,Aranguren,1.0,86.9,2.096,1.222,0.172947303,24.0,21.0,249.1,2.3,32.1,12.48768655,7.9,20.4,12.7,4.4,10.7950187,75.91263807,40.03847806,2017,8421,1,1,0,0,1,0,0,1
Zamudio,48905,2,2017,1,0.0,41.0,0.0,66.0,2.0,0.0,0.0,0.0,C003,Derio,0.0,71.4,1.087914368,0.343581622,0.196742371,14.0,8.0,99.7,3.4,26.9,7.7,10.7,20.8,16.3,5.6,8.0,99.7,42.0,2017,3217,3,0,1,0,1,0,0,0
Zamudio,48905,4,2017,5,0.0,41.0,0.0,66.0,2.0,0.0,0.0,0.0,C003,Derio,0.0,71.7,0.900704581,0.318764738,0.185655557,9.0,8.0,75.5,3.0,16.1,17.5,12.2,27.8,18.4,6.0,6.2,68.0,31.9,2017,3217,3,0,1,0,1,0,0,0
Zamudio,48905,5,2017,2,0.0,41.0,0.0,66.0,2.0,0.0,0.0,0.0,C003,Derio,0.0,70.5,0.84305357,0.328087198,0.200063904,14.0,10.0,68.8,3.2,21.2,19.8,17.0,35.3,23.7,11.5,6.0,70.9,30.6,2017,3217,3,0,1,0,1,0,0,0
Zamudio,48905,6,2017,4,0.0,41.0,0.0,66.0,2.0,0.0,0.0,0.0,C003,Derio,0.0,77.6,0.8820745520000001,0.363701737,0.18828619,17.0,11.0,73.2,5.6,17.5,15.8,19.2,36.8,24.6,15.1,6.0,62.6,30.3,2017,3217,3,0,1,0,1,0,0,0
Zamudio,48905,7,2017,8,0.0,41.0,0.0,66.0,2.0,0.0,0.0,0.0,C003,Derio,0.0,78.2,0.844501755,0.3448312129999999,0.1887223019999999,12.0,8.0,73.9,5.1,33.3,17.4,20.0,38.2,25.3,15.6,5.6,63.0,29.3,2017,3217,3,0,1,0,1,0,0,0
Zamudio,48905,8,2017,6,0.0,41.0,0.0,66.0,2.0,0.0,0.0,0.0,C003,Derio,0.0,77.4,0.854968017,0.36649618,0.1864140319999999,14.0,10.0,70.1,3.4,17.7,16.2,20.4,37.3,26.4,15.7,5.1,42.5,28.2,2017,3217,3,0,1,0,1,0,0,0
Zamudio,48905,9,2017,3,0.0,41.0,0.0,66.0,2.0,0.0,0.0,0.0,C003,Derio,0.0,80.9,0.920476081,0.3135399239999999,0.186339762,19.0,14.0,151.2,4.5,36.5,13.0,17.4,31.7,22.9,12.8,4.9,49.0,27.9,2017,3217,3,0,1,0,1,0,0,0
Zamudio,48905,10,2017,4,0.0,41.0,0.0,66.0,2.0,0.0,0.0,0.0,C003,Derio,0.0,79.8,0.840366444,0.341634404,0.1850160589999999,10.0,5.0,28.0,1.1,7.9,9.8,16.6,30.6,22.9,11.6,4.8,59.0,25.5,2017,3217,3,0,1,0,1,0,0,0
Zamudio,48905,11,2017,4,0.0,41.0,0.0,66.0,2.0,0.0,0.0,0.0,C003,Derio,0.0,82.8,1.108259258,0.343464234,0.181911925,16.0,16.0,197.5,2.3,43.9,5.6,10.3,23.4,15.8,6.1,5.1,52.6,29.3,2017,3217,3,0,1,0,1,0,0,0
Zamudio,48905,12,2017,1,0.0,41.0,0.0,66.0,2.0,0.0,0.0,0.0,C003,Derio,1.0,91.6,1.135298612,0.30313588,0.197179888,24.0,21.0,286.7,2.6,35.7,3.7,8.9,20.5,13.2,5.2,6.0,76.3,35.0,2017,3217,3,0,1,0,1,0,0,0
Zaratamo,48097,1,2017,1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,C037,Venta Alta,12.0,80.4,0.963555795,0.335712379,0.192576208,10.0,8.0,259.2,3.5,93.6,5.6,6.2,17.8,10.9,2.2,9.4,67.0,38.4,2017,1609,3,0,1,0,1,0,0,0
Zaratamo,48097,2,2017,2,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,C037,Venta Alta,0.0,74.0,1.018295841,0.331250995,0.186848528,13.0,9.0,79.6,1.6,15.2,8.1,10.6,19.8,15.5,6.4,12.4,104.8,48.5,2017,1609,3,0,1,0,1,0,0,0
Zaratamo,48097,6,2017,1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,C037,Venta Alta,0.0,83.6,0.932578521,0.3757403239999999,0.195619978,20.0,14.0,78.7,5.1,14.1,15.7,18.9,36.6,23.9,15.0,8.8,69.5,36.0,2017,1609,3,0,1,0,1,0,0,0
Zaratamo,48097,7,2017,6,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,C037,Venta Alta,0.0,87.5,0.87937168,0.350565178,0.190733526,15.0,7.0,62.8,6.8,23.3,17.9,19.5,36.2,24.6,15.5,7.7,47.5,32.9,2017,1609,3,0,1,0,1,0,0,0
Zaratamo,48097,8,2017,10,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,C037,Venta Alta,0.0,87.3,0.8777670390000001,0.352485702,0.185204988,16.0,12.0,68.0,3.6,17.5,17.0,19.6,36.1,25.4,15.4,8.3,52.6,34.9,2017,1609,3,0,1,0,1,0,0,0
Zaratamo,48097,9,2017,5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,C037,Venta Alta,0.0,82.2,0.90875727,0.331566428,0.1974622889999999,18.0,12.0,99.5,2.6,18.7,13.2,16.5,30.2,21.8,12.2,7.4,58.0,34.0,2017,1609,3,0,1,0,1,0,0,0
Zaratamo,48097,10,2017,4,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,C037,Venta Alta,0.0,81.5,0.817665683,0.338579207,0.197759727,12.0,7.0,31.3,1.0,10.5,10.0,16.0,29.1,21.8,11.3,7.8,54.4,31.3,2017,1609,3,0,1,0,1,0,0,0
Zaratamo,48097,11,2017,1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,C037,Venta Alta,0.0,81.3,1.008834841,0.326115329,0.19605873,15.0,15.0,232.1,2.9,52.2,5.8,10.2,21.6,15.1,6.5,8.3,71.6,38.3,2017,1609,3,0,1,0,1,0,0,0
Zaratamo,48097,12,2017,1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,C037,Venta Alta,1.0,85.4,1.064689726,0.300858837,0.193065807,24.0,19.0,251.0,3.5,39.1,3.9,8.1,19.4,12.1,4.7,10.7,129.2,48.3,2017,1609,3,0,1,0,1,0,0,0
Zeanuri,48024,5,2017,4,15.0,64.0,5.0,2.0,3.0,0.0,0.0,0.0,C044,Gorbea,0.0,78.4,0.825931992,0.339740256,0.187739501,12.0,7.0,78.2,3.8,30.1,12.54932187,14.3,31.0,20.8,8.6,11.15657549,74.36871536,40.21435883,2017,1241,1,0,1,0,0,1,0,0
Zeanuri,48024,6,2017,2,15.0,64.0,5.0,2.0,3.0,0.0,0.0,0.0,C044,Gorbea,0.0,87.3,0.823359974,0.322818355,0.194559661,15.0,10.0,73.4,4.4,15.9,12.57045994,16.9,33.6,23.1,12.5,12.05705162,76.44981431,40.26196493,2017,1241,1,0,1,0,0,1,0,0
Zeanuri,48024,7,2017,4,15.0,64.0,5.0,2.0,3.0,0.0,0.0,0.0,C044,Gorbea,0.0,85.6,0.7639372170000001,0.327422788,0.207459654,5.0,4.0,22.1,7.4,11.4,12.58220277,16.4,32.7,21.8,12.1,12.23837504,74.98936374,40.20782021,2017,1241,1,0,1,0,0,1,0,0
Zeanuri,48024,8,2017,2,15.0,64.0,5.0,2.0,3.0,0.0,0.0,0.0,C044,Gorbea,0.0,84.0,0.805983289,0.334465773,0.195079127,11.0,5.0,25.5,1.4,10.0,12.56881428,16.6,33.1,22.7,11.7,11.85089926,74.96522708,40.16573904,2017,1241,1,0,1,0,0,1,0,0
Zeanuri,48024,9,2017,3,15.0,64.0,5.0,2.0,3.0,0.0,0.0,0.0,C044,Gorbea,0.0,87.9,0.8727855959999999,0.328940354,0.187407889,14.0,8.0,40.1,1.4,11.3,12.60808804,13.1,26.5,18.7,8.5,12.05660068,74.8093922,40.16772412,2017,1241,1,0,1,0,0,1,0,0
Zeanuri,48024,10,2017,3,15.0,64.0,5.0,2.0,3.0,0.0,0.0,0.0,C044,Gorbea,0.0,86.9,0.777684725,0.323855285,0.194533342,8.0,4.0,32.0,0.7,11.9,12.64308381,12.1,26.2,19.0,7.2,11.80186782,76.7205283,40.09601974,2017,1241,1,0,1,0,0,1,0,0
Zeanuri,48024,11,2017,4,15.0,64.0,5.0,2.0,3.0,0.0,0.0,0.0,C044,Gorbea,8.0,88.7,0.924656381,0.393023296,0.218259798,16.0,14.0,204.8,3.4,48.0,12.53672982,6.1,17.2,11.2,2.4,11.29768499,76.58647375,40.15895189,2017,1241,1,0,1,0,0,1,0,0
Zeanuri,48024,12,2017,2,15.0,64.0,5.0,2.0,3.0,0.0,0.0,0.0,C044,Gorbea,13.0,93.6,0.9327301,0.421678711,0.188965164,23.0,20.0,228.0,1.7,39.9,12.45483442,3.9,14.5,7.7,1.0,11.08136494,79.03197038,40.13893156,2017,1241,1,0,1,0,0,1,0,0
Zeberio,48025,1,2017,1,0.0,70.0,5.0,5.0,1.0,0.0,0.0,0.0,C066,Untzueta,11.0,85.45440946,0.822167028,0.306535843,0.193916918,16.96508959,11.69383704,104.4581128,3.1675345060000004,24.9814033,12.17809891,3.9,12.3,6.8,1.5,21.0,105.5,49.5,2017,1074,3,0,1,0,0,1,1,0
Zeberio,48025,4,2017,1,0.0,70.0,5.0,5.0,1.0,0.0,0.0,0.0,C066,Untzueta,0.0,74.59790014,0.973591285,0.323221948,0.188002825,14.61110427,11.1459688,107.1181752,3.018365918,25.92877676,12.4375626,9.7,24.9,14.8,5.7,16.0,106.6,43.3,2017,1074,3,0,1,0,0,1,1,0
Zeberio,48025,5,2017,1,0.0,70.0,5.0,5.0,1.0,0.0,0.0,0.0,C066,Untzueta,0.0,77.99108945,0.957458085,0.353828201,0.195263407,15.49310738,10.79964639,100.9545217,3.15971467,24.88648142,12.4664122,14.5,31.8,19.6,10.0,16.3,77.0,46.3,2017,1074,3,0,1,0,0,1,1,0
Zeberio,48025,6,2017,4,0.0,70.0,5.0,5.0,1.0,0.0,0.0,0.0,C066,Untzueta,0.0,81.26825272,0.935277407,0.349696387,0.188200612,15.61808322,10.87929811,106.7102337,3.364543699,27.117048200000003,12.52776166,16.2,33.9,21.0,12.7,15.5,85.0,43.7,2017,1074,3,0,1,0,0,1,1,0
Zeberio,48025,7,2017,4,0.0,70.0,5.0,5.0,1.0,0.0,0.0,0.0,C066,Untzueta,0.0,84.9,0.8563928609999999,0.338108632,0.195059015,16.58078256,11.63444127,109.708099,3.839167339,25.95080864,12.60522515,16.7,32.5,21.3,13.2,13.6,101.5,42.3,2017,1074,3,0,1,0,0,1,1,0
Zeberio,48025,8,2017,13,0.0,70.0,5.0,5.0,1.0,0.0,0.0,0.0,C066,Untzueta,0.0,84.9,0.855663975,0.322596511,0.187177573,15.71094365,11.00216725,109.0443251,3.650548276,26.3078742,12.54336719,16.9,31.8,22.1,13.3,14.7,69.1,41.0,2017,1074,3,0,1,0,0,1,1,0
Zeberio,48025,9,2017,1,0.0,70.0,5.0,5.0,1.0,0.0,0.0,0.0,C066,Untzueta,0.0,86.1,0.864991869,0.330345863,0.191247026,14.91622827,10.63085428,108.8258807,3.450623123,25.45576108,12.43730992,14.0,26.8,18.5,11.2,15.1,70.2,39.2,2017,1074,3,0,1,0,0,1,1,0
