waspbust_id,year_x,nest_foundDate,municip_name,species,nest_locType,nest_hight,nest_diameter,nest_longitude,nest_latitude,nest_status,nest_judgementDate,municip_code,colonies_amount,food_fruit,food_apple,food_txakoli,food_kiwi,food_pear,food_blueberry,food_raspberry,station_code,month,year_offset,index,MMM,station_name,weath_days_frost,weath_humidity,weath_maxLevel,weath_midLevel,weath_minLevel,weath_days_rain,weath_days_rain1mm,weath_accuRainfall,weath_10minRainfall,weath_1dayRainfall,weath_solar,weath_meanTemp,weath_maxTemp,weath_maxMeanTemp,weath_minTemp,weath_meanWindM,weath_maxWindM,weath_meanDayMaxWind,year_cat,month_cat,population
1346,2018,2018-11-28 00:00:00,Basauri,Vespa Velutina,Natural Environment,2.0,15.0,"507645,9711","4788099,212",Nest Terminated,2018-11-29 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,11,2017,4220.0,NOV,Amorebieta,0.0,87.0,1.228,0.465,0.202353876,16.0,16.0,193.4,1.9,38.7,12.53616383,9.6,23.0,15.2,5.5,11.57605719,74.87101154,40.16235965,2018,Nov,40877.0
1347,2018,2018-06-11 00:00:00,Basauri,Vespa Velutina,Natural Environment,3.0,15.0,"508585,9184","4786771,14",Nest Terminated,2018-07-11 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,6,2017,2175.0,JUN,Amorebieta,0.0,79.4,0.467,0.298,0.205037061,16.0,9.0,73.9,5.5,18.6,12.52481759,19.2,38.4,24.6,14.9,11.415680900000002,74.42665041,40.20359792,2018,Jun,40877.0
1348,2018,2018-10-24 00:00:00,Basauri,Vespa Velutina,Urban Environment,6.0,15.0,,,Nest Terminated,2018-10-25 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,10,2017,3811.0,OCT,Amorebieta,0.0,85.9,0.34700000000000003,0.251,0.193992935,11.0,7.0,18.0,0.9,4.6,12.57006268,15.6,30.0,22.3,10.8,11.85887653,74.91604298,40.21777984,2018,Oct,40877.0
1349,2018,2018-10-21 00:00:00,Basauri,Vespa Velutina,Natural Environment,40.0,30.0,"508212,2027","4785218,087",Nest Terminated,2018-10-25 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,10,2017,3811.0,OCT,Amorebieta,0.0,85.9,0.34700000000000003,0.251,0.193992935,11.0,7.0,18.0,0.9,4.6,12.57006268,15.6,30.0,22.3,10.8,11.85887653,74.91604298,40.21777984,2018,Oct,40877.0
1350,2018,2018-10-20 00:00:00,Basauri,Vespa Velutina,Urban Environment,3.0,6.0,"509361,0216","4785554,698",Nest Terminated,2018-10-25 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,10,2017,3811.0,OCT,Amorebieta,0.0,85.9,0.34700000000000003,0.251,0.193992935,11.0,7.0,18.0,0.9,4.6,12.57006268,15.6,30.0,22.3,10.8,11.85887653,74.91604298,40.21777984,2018,Oct,40877.0
1752,2018,2018-06-09 00:00:00,Berriz,Vespa Velutina,Natural Environment,14.0,40.0,,,Nest Terminated,2018-06-09 00:00:00,48019.0,0.0,53.0,1.0,1.0,4.0,0.0,0.0,0.0,C079,6,2017,2175.0,JUN,Amorebieta,0.0,79.4,0.467,0.298,0.205037061,16.0,9.0,73.9,5.5,18.6,12.52481759,19.2,38.4,24.6,14.9,11.415680900000002,74.42665041,40.20359792,2018,Jun,4695.0
1351,2018,2018-10-19 00:00:00,Basauri,Vespa Velutina,Urban Environment,3.0,15.0,,,Nest Terminated,2018-10-22 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,10,2017,3811.0,OCT,Amorebieta,0.0,85.9,0.34700000000000003,0.251,0.193992935,11.0,7.0,18.0,0.9,4.6,12.57006268,15.6,30.0,22.3,10.8,11.85887653,74.91604298,40.21777984,2018,Oct,40877.0
1352,2018,2018-10-17 00:00:00,Basauri,Vespa Velutina,Urban Environment,3.0,20.0,"508412,6847","4787079,474",Cannot Terminate,2018-10-25 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,10,2017,3811.0,OCT,Amorebieta,0.0,85.9,0.34700000000000003,0.251,0.193992935,11.0,7.0,18.0,0.9,4.6,12.57006268,15.6,30.0,22.3,10.8,11.85887653,74.91604298,40.21777984,2018,Oct,40877.0
1353,2018,2018-11-10 00:00:00,Basauri,Vespa Velutina,Urban Environment,1.0,10.0,,,Nest Terminated,2018-10-16 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,11,2017,4220.0,NOV,Amorebieta,0.0,87.0,1.228,0.465,0.202353876,16.0,16.0,193.4,1.9,38.7,12.53616383,9.6,23.0,15.2,5.5,11.57605719,74.87101154,40.16235965,2018,Nov,40877.0
1354,2018,2018-03-10 00:00:00,Basauri,Vespa Velutina,Natural Environment,1.0,18.0,"508489,3814","4786343,8",Nest Terminated,2018-04-10 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,3,2017,948.0,MAR,Amorebieta,1.0,73.2,1.34,0.484,0.23734096,13.0,10.0,101.6,1.8,30.2,12.52108475,11.4,26.9,17.0,6.4,10.29497351,74.44756069,40.13255684,2018,Mar,40877.0
1355,2018,2018-01-10 00:00:00,Basauri,Vespa Velutina,Natural Environment,12.0,1.0,"507653,3917","4787857,317",Nest Terminated,2018-10-16 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,1,2017,130.0,ENE,Amorebieta,16.0,88.5,2.734,0.617,0.186771973,10.0,8.0,188.2,2.1,54.2,12.51424244,4.8,19.4,10.5,0.6,10.82732627,80.84788956,40.03274306,2018,Jan,40877.0
1356,2018,2018-09-27 00:00:00,Basauri,Vespa Velutina,Natural Environment,3.0,1.0,"508204,6312","4787366,582",Nest Terminated,2018-04-10 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,9,2017,3402.0,SET,Amorebieta,0.0,85.3,0.7240000000000001,0.334,0.196990724,19.0,13.0,115.1,3.3,29.4,12.55258898,16.6,32.3,22.0,12.1,11.65164552,76.22531558,40.21253525,2018,Sep,40877.0
1357,2018,2018-09-26 00:00:00,Basauri,Vespa Velutina,Natural Environment,15.0,10.0,"509273,4027","4786528,831",Nest Terminated,2018-09-26 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,9,2017,3402.0,SET,Amorebieta,0.0,85.3,0.7240000000000001,0.334,0.196990724,19.0,13.0,115.1,3.3,29.4,12.55258898,16.6,32.3,22.0,12.1,11.65164552,76.22531558,40.21253525,2018,Sep,40877.0
1358,2018,2018-09-26 00:00:00,Basauri,Vespa Velutina,Natural Environment,1.0,10.0,"508173,4939","4787032,272",Nest Terminated,2018-09-27 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,9,2017,3402.0,SET,Amorebieta,0.0,85.3,0.7240000000000001,0.334,0.196990724,19.0,13.0,115.1,3.3,29.4,12.55258898,16.6,32.3,22.0,12.1,11.65164552,76.22531558,40.21253525,2018,Sep,40877.0
1359,2018,2018-09-25 00:00:00,Basauri,Vespa Velutina,Natural Environment,1.0,10.0,"508818,4551","4786473,392",Nest Terminated,2018-09-26 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,9,2017,3402.0,SET,Amorebieta,0.0,85.3,0.7240000000000001,0.334,0.196990724,19.0,13.0,115.1,3.3,29.4,12.55258898,16.6,32.3,22.0,12.1,11.65164552,76.22531558,40.21253525,2018,Sep,40877.0
1360,2018,2018-09-25 00:00:00,Basauri,Vespa Velutina,Natural Environment,7.0,50.0,"507742,821","4787859,362",Nest Terminated,2018-09-26 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,9,2017,3402.0,SET,Amorebieta,0.0,85.3,0.7240000000000001,0.334,0.196990724,19.0,13.0,115.1,3.3,29.4,12.55258898,16.6,32.3,22.0,12.1,11.65164552,76.22531558,40.21253525,2018,Sep,40877.0
1361,2018,2018-09-14 00:00:00,Basauri,Vespa Velutina,Natural Environment,4.0,10.0,"508805,6199","4786440,758",Nest Terminated,2018-09-26 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,9,2017,3402.0,SET,Amorebieta,0.0,85.3,0.7240000000000001,0.334,0.196990724,19.0,13.0,115.1,3.3,29.4,12.55258898,16.6,32.3,22.0,12.1,11.65164552,76.22531558,40.21253525,2018,Sep,40877.0
1362,2018,2018-12-09 00:00:00,Basauri,Vespa Velutina,Natural Environment,0.0,10.0,"509503,2867","4785668,022",Nest Terminated,,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,12,2017,4629.0,DIC,Amorebieta,2.0,91.6,1.991,0.812,0.217283498,23.0,22.0,327.2,3.2,47.1,12.53649097,7.5,19.6,12.0,4.2,11.01167656,75.79830384,40.16344470000001,2018,Dec,40877.0
1363,2018,2018-12-09 00:00:00,Basauri,Vespa Velutina,Natural Environment,2.0,15.0,"507744,2381","4787277,978",Nest Terminated,2018-09-26 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,12,2017,4629.0,DIC,Amorebieta,2.0,91.6,1.991,0.812,0.217283498,23.0,22.0,327.2,3.2,47.1,12.53649097,7.5,19.6,12.0,4.2,11.01167656,75.79830384,40.16344470000001,2018,Dec,40877.0
1364,2018,2018-10-09 00:00:00,Basauri,Vespa Velutina,Urban Environment,6.0,50.0,"508463,2742","4787412,566",Nest Terminated,2018-09-14 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,10,2017,3811.0,OCT,Amorebieta,0.0,85.9,0.34700000000000003,0.251,0.193992935,11.0,7.0,18.0,0.9,4.6,12.57006268,15.6,30.0,22.3,10.8,11.85887653,74.91604298,40.21777984,2018,Oct,40877.0
1365,2018,2018-06-09 00:00:00,Basauri,Vespa Velutina,Urban Environment,25.0,50.0,,,Nest Terminated,2018-11-09 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,6,2017,2175.0,JUN,Amorebieta,0.0,79.4,0.467,0.298,0.205037061,16.0,9.0,73.9,5.5,18.6,12.52481759,19.2,38.4,24.6,14.9,11.415680900000002,74.42665041,40.20359792,2018,Jun,40877.0
1366,2018,2018-05-09 00:00:00,Basauri,Vespa Velutina,Natural Environment,10.0,40.0,"509285,7926","4786547,428",Pending classification,,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,5,2017,1766.0,MAY,Amorebieta,0.0,71.8,0.972,0.333,0.17534877699999998,12.0,9.0,66.2,2.9,27.4,12.5071795,16.9,35.2,23.3,11.4,10.71033051,73.54702181,40.09578858,2018,May,40877.0
1367,2018,2018-08-25 00:00:00,Basauri,Vespa Velutina,Urban Environment,15.0,50.0,,,Nest Terminated,2018-08-28 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,8,2017,2993.0,AGO,Amorebieta,0.0,81.1,0.44,0.265,0.199910131,13.0,10.0,55.2,3.9,13.4,12.527689,19.7,36.8,25.4,15.2,11.4422276,75.04279021,40.27864096,2018,Aug,40877.0
1368,2018,2018-08-22 00:00:00,Basauri,Vespa Velutina,Natural Environment,13.0,20.0,"509084,71","4786988,441",Nest Terminated,2018-08-23 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,8,2017,2993.0,AGO,Amorebieta,0.0,81.1,0.44,0.265,0.199910131,13.0,10.0,55.2,3.9,13.4,12.527689,19.7,36.8,25.4,15.2,11.4422276,75.04279021,40.27864096,2018,Aug,40877.0
1369,2018,2018-12-08 00:00:00,Basauri,Vespa Velutina,,20.0,20.0,"509640,802","4787783,464",Nest Terminated,2018-08-13 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,12,2017,4629.0,DIC,Amorebieta,2.0,91.6,1.991,0.812,0.217283498,23.0,22.0,327.2,3.2,47.1,12.53649097,7.5,19.6,12.0,4.2,11.01167656,75.79830384,40.16344470000001,2018,Dec,40877.0
1370,2018,2018-07-08 00:00:00,Basauri,Vespa Velutina,Urban Environment,7.0,50.0,"508988,7426","4785257,119",Nest Terminated,2018-07-08 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,7,2017,2584.0,JUL,Amorebieta,0.0,80.0,0.6629999999999999,0.299,0.199060387,14.0,7.0,70.4,3.1,26.8,12.55381054,19.7,37.3,25.0,15.3,11.39887132,75.07508418,40.26126376,2018,Jul,40877.0
1371,2018,2018-03-08 00:00:00,Basauri,Vespa Velutina,,16.0,5.0,,,Nest Terminated,2018-08-13 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,3,2017,948.0,MAR,Amorebieta,1.0,73.2,1.34,0.484,0.23734096,13.0,10.0,101.6,1.8,30.2,12.52108475,11.4,26.9,17.0,6.4,10.29497351,74.44756069,40.13255684,2018,Mar,40877.0
1372,2018,2018-07-30 00:00:00,Basauri,Vespa Velutina,Urban Environment,7.0,25.0,,,Nest Terminated,2018-08-13 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,7,2017,2584.0,JUL,Amorebieta,0.0,80.0,0.6629999999999999,0.299,0.199060387,14.0,7.0,70.4,3.1,26.8,12.55381054,19.7,37.3,25.0,15.3,11.39887132,75.07508418,40.26126376,2018,Jul,40877.0
1373,2018,2018-07-27 00:00:00,Basauri,Vespa Velutina,Urban Environment,12.0,25.0,,,Nest Terminated,2018-07-30 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,7,2017,2584.0,JUL,Amorebieta,0.0,80.0,0.6629999999999999,0.299,0.199060387,14.0,7.0,70.4,3.1,26.8,12.55381054,19.7,37.3,25.0,15.3,11.39887132,75.07508418,40.26126376,2018,Jul,40877.0
1374,2018,2018-07-25 00:00:00,Basauri,Vespa Velutina,Urban Environment,15.0,40.0,"509293,1756","4787035,204",Pending classification,,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,7,2017,2584.0,JUL,Amorebieta,0.0,80.0,0.6629999999999999,0.299,0.199060387,14.0,7.0,70.4,3.1,26.8,12.55381054,19.7,37.3,25.0,15.3,11.39887132,75.07508418,40.26126376,2018,Jul,40877.0
1375,2018,2018-07-25 00:00:00,Basauri,Vespa Velutina,Natural Environment,15.0,40.0,"506976,6558","4787089,645",Nest Terminated,2018-07-25 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,7,2017,2584.0,JUL,Amorebieta,0.0,80.0,0.6629999999999999,0.299,0.199060387,14.0,7.0,70.4,3.1,26.8,12.55381054,19.7,37.3,25.0,15.3,11.39887132,75.07508418,40.26126376,2018,Jul,40877.0
1376,2018,2018-07-24 00:00:00,Basauri,Vespa Velutina,Urban Environment,15.0,40.0,,,Nest Terminated,2018-01-08 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,7,2017,2584.0,JUL,Amorebieta,0.0,80.0,0.6629999999999999,0.299,0.199060387,14.0,7.0,70.4,3.1,26.8,12.55381054,19.7,37.3,25.0,15.3,11.39887132,75.07508418,40.26126376,2018,Jul,40877.0
1377,2018,2018-07-24 00:00:00,Basauri,Vespa Velutina,Natural Environment,3.0,20.0,"509051,0986","4785287,616",Nest Terminated,2018-07-08 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,7,2017,2584.0,JUL,Amorebieta,0.0,80.0,0.6629999999999999,0.299,0.199060387,14.0,7.0,70.4,3.1,26.8,12.55381054,19.7,37.3,25.0,15.3,11.39887132,75.07508418,40.26126376,2018,Jul,40877.0
1378,2018,2018-07-18 00:00:00,Basauri,Vespa Velutina,Urban Environment,15.0,50.0,,,Nest Terminated,2018-07-20 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,7,2017,2584.0,JUL,Amorebieta,0.0,80.0,0.6629999999999999,0.299,0.199060387,14.0,7.0,70.4,3.1,26.8,12.55381054,19.7,37.3,25.0,15.3,11.39887132,75.07508418,40.26126376,2018,Jul,40877.0
1379,2018,2018-07-18 00:00:00,Basauri,Vespa Velutina,,3.0,40.0,"509926,9312","4785280,399",Nest Terminated,2018-07-20 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,7,2017,2584.0,JUL,Amorebieta,0.0,80.0,0.6629999999999999,0.299,0.199060387,14.0,7.0,70.4,3.1,26.8,12.55381054,19.7,37.3,25.0,15.3,11.39887132,75.07508418,40.26126376,2018,Jul,40877.0
1380,2018,2018-11-07 00:00:00,Basauri,Vespa Velutina,Natural Environment,15.0,20.0,"508939,253","4786165,325",Cannot Terminate,2018-07-20 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,11,2017,4220.0,NOV,Amorebieta,0.0,87.0,1.228,0.465,0.202353876,16.0,16.0,193.4,1.9,38.7,12.53616383,9.6,23.0,15.2,5.5,11.57605719,74.87101154,40.16235965,2018,Nov,40877.0
1381,2018,2018-09-07 00:00:00,Basauri,Vespa Velutina,Urban Environment,15.0,50.0,,,Nest Terminated,2018-11-07 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,9,2017,3402.0,SET,Amorebieta,0.0,85.3,0.7240000000000001,0.334,0.196990724,19.0,13.0,115.1,3.3,29.4,12.55258898,16.6,32.3,22.0,12.1,11.65164552,76.22531558,40.21253525,2018,Sep,40877.0
1382,2018,2018-09-07 00:00:00,Basauri,Vespa Velutina,Urban Environment,4.0,50.0,"509037,021","4785279,925",Nest Terminated,2018-07-16 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,9,2017,3402.0,SET,Amorebieta,0.0,85.3,0.7240000000000001,0.334,0.196990724,19.0,13.0,115.1,3.3,29.4,12.55258898,16.6,32.3,22.0,12.1,11.65164552,76.22531558,40.21253525,2018,Sep,40877.0
1383,2018,2018-09-07 00:00:00,Basauri,Vespa Velutina,Natural Environment,15.0,45.0,"508311,862","4787200,484",Nest Terminated,2018-07-17 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,9,2017,3402.0,SET,Amorebieta,0.0,85.3,0.7240000000000001,0.334,0.196990724,19.0,13.0,115.1,3.3,29.4,12.55258898,16.6,32.3,22.0,12.1,11.65164552,76.22531558,40.21253525,2018,Sep,40877.0
1384,2018,2018-06-07 00:00:00,Basauri,Vespa Velutina,Natural Environment,8.0,40.0,"509037,2782","4785266,642",Nest Terminated,2018-09-07 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,6,2017,2175.0,JUN,Amorebieta,0.0,79.4,0.467,0.298,0.205037061,16.0,9.0,73.9,5.5,18.6,12.52481759,19.2,38.4,24.6,14.9,11.415680900000002,74.42665041,40.20359792,2018,Jun,40877.0
1385,2018,2018-04-07 00:00:00,Basauri,Vespa Velutina,Urban Environment,2.0,10.0,"509488,8112","4787683,382",Pending classification,,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,4,2017,1357.0,ABR,Amorebieta,0.0,71.7,0.867,0.396,0.233913165,8.0,8.0,78.3,2.1,15.2,12.53482935,11.9,28.3,18.2,6.0,10.5718614,74.31770264,40.11217369,2018,Apr,40877.0
1386,2018,2018-04-07 00:00:00,Basauri,Vespa Velutina,Urban Environment,8.0,40.0,"508665,3438","4787076,359",Nest Terminated,2018-09-07 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,4,2017,1357.0,ABR,Amorebieta,0.0,71.7,0.867,0.396,0.233913165,8.0,8.0,78.3,2.1,15.2,12.53482935,11.9,28.3,18.2,6.0,10.5718614,74.31770264,40.11217369,2018,Apr,40877.0
1387,2018,2018-05-29 00:00:00,Basauri,Vespa Velutina,Natural Environment,15.0,30.0,,,Cannot Terminate,2018-05-30 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,5,2017,1766.0,MAY,Amorebieta,0.0,71.8,0.972,0.333,0.17534877699999998,12.0,9.0,66.2,2.9,27.4,12.5071795,16.9,35.2,23.3,11.4,10.71033051,73.54702181,40.09578858,2018,May,40877.0
1388,2018,2018-05-29 00:00:00,Basauri,Vespa Velutina,Natural Environment,4.0,20.0,"507654,1259","4788088,782",Cannot Terminate,2018-05-30 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,5,2017,1766.0,MAY,Amorebieta,0.0,71.8,0.972,0.333,0.17534877699999998,12.0,9.0,66.2,2.9,27.4,12.5071795,16.9,35.2,23.3,11.4,10.71033051,73.54702181,40.09578858,2018,May,40877.0
1389,2018,2018-05-18 00:00:00,Basauri,Vespa Velutina,Urban Environment,11.0,30.0,,,Nest Terminated,2018-05-21 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,5,2017,1766.0,MAY,Amorebieta,0.0,71.8,0.972,0.333,0.17534877699999998,12.0,9.0,66.2,2.9,27.4,12.5071795,16.9,35.2,23.3,11.4,10.71033051,73.54702181,40.09578858,2018,May,40877.0
1390,2018,2018-05-23 00:00:00,Basauri,Vespa Velutina,Natural Environment,12.0,40.0,"509029,3123","4787005,285",Cannot Terminate,2018-05-30 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,5,2017,1766.0,MAY,Amorebieta,0.0,71.8,0.972,0.333,0.17534877699999998,12.0,9.0,66.2,2.9,27.4,12.5071795,16.9,35.2,23.3,11.4,10.71033051,73.54702181,40.09578858,2018,May,40877.0
1391,2018,2018-05-20 00:00:00,Basauri,Vespa Velutina,Urban Environment,10.0,28.0,"508838,2408","4787565,924",Nest Terminated,2018-05-21 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,5,2017,1766.0,MAY,Amorebieta,0.0,71.8,0.972,0.333,0.17534877699999998,12.0,9.0,66.2,2.9,27.4,12.5071795,16.9,35.2,23.3,11.4,10.71033051,73.54702181,40.09578858,2018,May,40877.0
1392,2018,2018-09-05 00:00:00,Basauri,Vespa Velutina,Urban Environment,6.0,60.0,,,Nest Terminated,2018-05-14 00:00:00,48015.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,C079,9,2017,3402.0,SET,Amorebieta,0.0,85.3,0.7240000000000001,0.334,0.196990724,19.0,13.0,115.1,3.3,29.4,12.55258898,16.6,32.3,22.0,12.1,11.65164552,76.22531558,40.21253525,2018,Sep,40877.0
1403,2019,2019-06-17 00:00:00,Bedia,Vespa Velutina,Urban Environment,3.0,10.0,"516045,1752","4784062,091",Nest Terminated,2019-06-20 00:00:00,48092.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,C079,6,2018,2279.0,JUN,Amorebieta,0.0,81.0,2.077,0.438,0.208244135,20.0,13.0,58.9,2.3,7.5,12.52039888,18.0,30.8,22.7,13.7,11.04801872,74.74371139,40.18354041,2019,Jun,1041.0
1406,2018,2018-04-10 00:00:00,Bedia,Vespa Velutina,Natural Environment,2.0,20.0,"515365,405","4784330,162",Nest Terminated,2018-05-10 00:00:00,48092.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,C079,4,2017,1357.0,ABR,Amorebieta,0.0,71.7,0.867,0.396,0.233913165,8.0,8.0,78.3,2.1,15.2,12.53482935,11.9,28.3,18.2,6.0,10.5718614,74.31770264,40.11217369,2018,Apr,1039.0
1407,2018,2018-09-18 00:00:00,Bedia,Vespa Velutina,Natural Environment,30.0,50.0,"515778,0179","4784237,342",Nest Terminated,2018-09-20 00:00:00,48092.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,C079,9,2017,3402.0,SET,Amorebieta,0.0,85.3,0.7240000000000001,0.334,0.196990724,19.0,13.0,115.1,3.3,29.4,12.55258898,16.6,32.3,22.0,12.1,11.65164552,76.22531558,40.21253525,2018,Sep,1039.0
1408,2019,2019-09-16 00:00:00,Bedia,Vespa Velutina,Urban Environment,10.0,5.0,"514799,4276","4783985,645",Nest Terminated,2019-09-19 00:00:00,48092.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,C079,9,2018,3506.0,SET,Amorebieta,0.0,78.8,0.391,0.27,0.205835752,8.0,3.0,10.2,1.0,3.2,12.53818534,19.2,34.4,25.7,14.1,11.19417609,72.56798368,40.1998918,2019,Sep,1041.0
1409,2019,2019-09-23 00:00:00,Bedia,Vespa Velutina,Natural Environment,6.0,10.0,"514790,5648","4783937,958",Nest Terminated,2019-09-27 00:00:00,48092.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,C079,9,2018,3506.0,SET,Amorebieta,0.0,78.8,0.391,0.27,0.205835752,8.0,3.0,10.2,1.0,3.2,12.53818534,19.2,34.4,25.7,14.1,11.19417609,72.56798368,40.1998918,2019,Sep,1041.0
1410,2019,2019-09-23 00:00:00,Bedia,Vespa Velutina,Urban Environment,6.0,20.0,"515135,8927","4784744,48",Nest Terminated,2019-09-27 00:00:00,48092.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,C079,9,2018,3506.0,SET,Amorebieta,0.0,78.8,0.391,0.27,0.205835752,8.0,3.0,10.2,1.0,3.2,12.53818534,19.2,34.4,25.7,14.1,11.19417609,72.56798368,40.1998918,2019,Sep,1041.0
1411,2019,2019-02-10 00:00:00,Bedia,Vespa Velutina,Natural Environment,8.0,50.0,"514740,7518","4783985,766",Nest Terminated,2019-02-10 00:00:00,48092.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,C079,2,2018,643.0,FEB,Amorebieta,7.0,99.0,2.049,0.963,0.227761297,20.0,20.0,292.3,1.9,36.6,12.58418687,5.5,21.1,9.3,2.3,11.43055274,79.5818225,40.1424809,2019,Feb,1041.0
1412,2019,2019-02-10 00:00:00,Bedia,Vespa Velutina,Urban Environment,8.0,20.0,"515498,9997","4784974,94",Nest Terminated,2019-02-10 00:00:00,48092.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,C079,2,2018,643.0,FEB,Amorebieta,7.0,99.0,2.049,0.963,0.227761297,20.0,20.0,292.3,1.9,36.6,12.58418687,5.5,21.1,9.3,2.3,11.43055274,79.5818225,40.1424809,2019,Feb,1041.0
1413,2019,2019-02-10 00:00:00,Bedia,Vespa Velutina,Urban Environment,2.0,8.0,,,Nest Terminated,2019-02-10 00:00:00,48092.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,C079,2,2018,643.0,FEB,Amorebieta,7.0,99.0,2.049,0.963,0.227761297,20.0,20.0,292.3,1.9,36.6,12.58418687,5.5,21.1,9.3,2.3,11.43055274,79.5818225,40.1424809,2019,Feb,1041.0
1414,2019,2019-04-10 00:00:00,Bedia,Vespa Velutina,Urban Environment,1.0,20.0,"514734,1572","4784589,29",Nest Terminated,2019-04-10 00:00:00,48092.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,C079,4,2018,1461.0,ABR,Amorebieta,0.0,71.2,3.087,0.643,0.222463609,18.0,14.0,187.1,3.5,75.8,12.4849162,13.6,29.2,18.7,9.0,10.34663067,73.37323469,40.10433805,2019,Apr,1041.0
